%% Maximum spread
% Case A2
%% t	max spread
0.00	0.23
60.00	0.67
120.00	0.93
180.00	1.15
240.00	1.34
300.00	1.48
360.00	1.60
420.00	1.72
480.00	1.72
540.00	1.74
600.00	1.76
660.00	1.82
720.00	1.89
780.00	1.94
840.00	2.00
900.00	2.04
960.00	2.11
1020.00	2.16
1080.00	2.21
1140.00	2.25
1200.00	2.36
1260.00	2.53
1320.00	2.58
1380.00	2.65
1440.00	2.74
1500.00	2.75
1560.00	2.76
1620.00	2.76
1680.00	2.78
1740.00	2.79
1800.00	2.79
1860.00	2.80
1920.00	2.80
