%% Maximum spread
% Case B3
%% t	max spread
0.00	0.23
60.00	0.30
120.00	0.42
180.00	0.52
240.00	0.58
300.00	0.64
360.00	0.69
420.00	0.72
480.00	0.77
540.00	0.80
600.00	0.83
660.00	0.86
720.00	0.89
780.00	0.92
840.00	0.95
900.00	0.97
960.00	1.00
1020.00	1.01
1080.00	1.03
1140.00	1.05
1200.00	1.08
1260.00	1.09
1320.00	1.13
1380.00	1.16
1440.00	1.22
1500.00	1.26
1560.00	1.30
1620.00	1.34
1680.00	1.38
1740.00	1.42
1800.00	1.46
1860.00	1.48
1920.00	1.52
