1.011447073021169842e+02,1.010892151540458173e+02,1.010337711164304579e+02,1.009784043442800794e+02,1.009231439903960847e+02,1.008679882778846633e+02,1.008129619578643457e+02,1.007580592604829519e+02,1.007032946675901997e+02,1.006486960065366532e+02,1.005942627891121646e+02,1.005399741127629625e+02,1.004857655090672495e+02,1.004315595781325356e+02,1.003773217260905710e+02,1.003230104354869923e+02,1.002686254975670863e+02,1.002141662226126044e+02,1.001596359954786521e+02,1.001050691266707275e+02,1.000505001580968951e+02,9.999596700962185025e+01,9.994149473754490032e+01,9.988708654558298861e+01,9.983272765317398978e+01,9.977837339466339017e+01,9.972398612384162675e+01,9.966953454195639495e+01,9.961502835309227066e+01,9.956051348084866959e+01,9.950606960777147947e+01,9.945176616338123665e+01,9.939764263598033267e+01,9.934365774933928606e+01,9.928973571583203750e+01,9.923576710111005639e+01,9.918171680935429890e+01,9.912759585278790553e+01,9.907350501813552057e+01,9.901949171874936440e+01,9.896557794078182724e+01,9.891164489407769622e+01,9.885762251933789457e+01,9.880341937218344128e+01,9.874913448455390608e+01,9.869479227149980716e+01,9.864051848057643213e+01,9.858620936322019190e+01,9.853193128202613593e+01,9.847756407120863287e+01,9.842331867400520196e+01,9.836908331696373864e+01,9.831506412413349949e+01,9.826094087567958013e+01,9.820690799619046629e+01,9.815257651131788919e+01,9.809836615349016142e+01,9.804379807392798796e+01,9.798940318658954141e+01,9.793444427885474113e+01,9.787971961057670001e+01,9.782435361336997914e+01,9.776955956261122083e+01,9.771398575752792226e+01,9.765918198642656023e+01,9.760329977503583621e+01,9.754864434738584578e+01,9.749263212992201488e+01,9.743834046957353223e+01,9.738200016251957436e+01,9.732802778118110609e+01
1.010887870976120979e+02,1.010341678836709320e+02,1.009796782885751014e+02,1.009253046069881918e+02,1.008710554155996846e+02,1.008168171302777409e+02,1.007624496193744363e+02,1.007080070586199554e+02,1.006534886321713316e+02,1.005990047366982196e+02,1.005446476202045289e+02,1.004903530049933096e+02,1.004361379974741624e+02,1.003818979811834140e+02,1.003276328248910829e+02,1.002733131414073142e+02,1.002189857765245904e+02,1.001646716711488381e+02,1.001104231588204243e+02,1.000562469425964593e+02,1.000021479567072191e+02,9.994808866385334056e+01,9.989402524443062248e+01,9.983991553679587128e+01,9.978576464310135918e+01,9.973161856292013283e+01,9.967754082895707768e+01,9.962354170317317426e+01,9.956957729833338533e+01,9.951556780094311705e+01,9.946147554395987811e+01,9.940731807413689580e+01,9.935315477212748192e+01,9.929899709532081431e+01,9.924481483804292736e+01,9.919052675217835713e+01,9.913611073009016650e+01,9.908157264497820904e+01,9.902698398317895112e+01,9.897235149117675235e+01,9.891769196517536500e+01,9.886295557461394878e+01,9.880819560367319809e+01,9.875342149817653592e+01,9.869874078011999075e+01,9.864410143096151273e+01,9.858954604453141712e+01,9.853494681149619794e+01,9.848039974851910472e+01,9.842579920984481134e+01,9.837129959906545196e+01,9.831669429470009902e+01,9.826213877224051885e+01,9.820736298858227542e+01,9.815267032488438304e+01,9.809775051065831519e+01,9.804302401782511822e+01,9.798801070356935838e+01,9.793329616403993043e+01,9.787823422695787201e+01,9.782363591823825288e+01,9.776855641384639739e+01,9.771414444772506158e+01,9.765911891242984666e+01,9.760511052630771189e+01,9.755026415980323407e+01,9.749677605311693185e+01,9.744203945651426579e+01,9.738914610291082852e+01,9.733437920651081754e+01,9.728201550159653266e+01
1.010610831987295484e+02,1.010067529966456874e+02,1.009523344563283302e+02,1.008978140945349651e+02,1.008432329125861173e+02,1.007886293491347516e+02,1.007340236684592014e+02,1.006794364887018816e+02,1.006248274013037474e+02,1.005701569256533077e+02,1.005154111261705481e+02,1.004605497753430967e+02,1.004056256064866659e+02,1.003506695973629519e+02,1.002957326327852172e+02,1.002408189119210533e+02,1.001858872384598129e+02,1.001308782837215858e+02,1.000757926684889583e+02,1.000206880155150202e+02,9.996563760965420897e+01,9.991065871902083018e+01,9.985571849732252758e+01,9.980075013888290414e+01,9.974575301118125026e+01,9.969077147080625423e+01,9.963587054321254755e+01,9.958107727916258511e+01,9.952636120551694887e+01,9.947166709676143626e+01,9.941696300464812452e+01,9.936223689419011862e+01,9.930750440678093582e+01,9.925274849154921242e+01,9.919795945580354157e+01,9.914310512647089979e+01,9.908820258802330727e+01,9.903325225384384112e+01,9.897829350796132530e+01,9.892331687420535502e+01,9.886837567341866873e+01,9.881348812081128585e+01,9.875875887264926689e+01,9.870419430222328572e+01,9.864985995019235077e+01,9.859567392596434843e+01,9.854169030187601663e+01,9.848781101880682343e+01,9.843413141046633541e+01,9.838049889000532744e+01,9.832701854220154303e+01,9.827347490052133594e+01,9.822004525689217758e+01,9.816645727686515954e+01,9.811297284234242966e+01,9.805923630986123385e+01,9.800566651977334232e+01,9.795181318334498144e+01,9.789828358413132037e+01,9.784444558879492604e+01,9.779114127790641930e+01,9.773744958440782682e+01,9.768446235788496779e+01,9.763078044094662289e+01,9.757789898549316376e+01,9.752390525311525948e+01,9.747101658506268507e+01,9.741663841280299607e+01,9.736394280048405392e+01,9.730930459144870781e+01,9.725709407589042144e+01
1.010364893038931058e+02,1.009791556554623639e+02,1.009216585415013725e+02,1.008646086457241040e+02,1.008076228797982594e+02,1.007520265874817795e+02,1.006969116590425415e+02,1.006422531847573083e+02,1.005877540044968441e+02,1.005333126362878886e+02,1.004788278524417677e+02,1.004242847162921350e+02,1.003696671704418009e+02,1.003150071897513413e+02,1.002603093410812534e+02,1.002055652574378826e+02,1.001507867414660637e+02,1.000960122392641409e+02,1.000413123292089068e+02,9.998675803553108210e+01,9.993238774502083288e+01,9.987821280096429177e+01,9.982421671130877883e+01,9.977036869626198268e+01,9.971663899424149236e+01,9.966298628889458655e+01,9.960936675160562004e+01,9.955573473407778806e+01,9.950205678652896779e+01,9.944831079293864207e+01,9.939449841744088587e+01,9.934061074935534918e+01,9.928664725295774929e+01,9.923258762675402522e+01,9.917844042398147053e+01,9.912421006927263534e+01,9.906994774418629390e+01,9.901568651206881100e+01,9.896149872902637412e+01,9.890740313373476056e+01,9.885343769874698694e+01,9.879954169609949588e+01,9.874569946199012804e+01,9.869181771369406420e+01,9.863793342598324898e+01,9.858399570834106385e+01,9.853010105290715615e+01,9.847618014434341660e+01,9.842235585330040237e+01,9.836852378530792862e+01,9.831484099283876787e+01,9.826112151141062157e+01,9.820754486896517221e+01,9.815384255038236461e+01,9.810029457917802631e+01,9.804655672367714203e+01,9.799303790489537391e+01,9.793926627673620544e+01,9.788583073695663472e+01,9.783207557813533128e+01,9.777880683011474616e+01,9.772505359523431423e+01,9.767190929530531207e+01,9.761800082541046208e+01,9.756489075064649796e+01,9.751070527181474290e+01,9.745766826028702212e+01,9.740314040739781376e+01,9.735019865274037443e+01,9.729509874861815888e+01,9.724216291568878034e+01
1.000145145450107833e+02,1.006379664801758054e+02,1.009453127974472721e+02,1.009008823201055804e+02,1.008456342537553212e+02,1.007898144054361751e+02,1.007340710066671079e+02,1.006783174685354680e+02,1.006225033998753275e+02,1.005665670239630742e+02,1.005106227332078532e+02,1.004548035619801993e+02,1.003989374682138305e+02,1.003428179903228994e+02,1.002865588671533033e+02,1.002303755411462163e+02,1.001744357141450479e+02,1.001187736923942850e+02,1.000631160595793432e+02,1.000072343834732180e+02,9.995118966847506670e+01,9.989512695172629719e+01,9.983928333319390447e+01,9.978370618756197530e+01,9.972820231002567937e+01,9.967256726931591970e+01,9.961659769503509665e+01,9.956033955932001334e+01,9.950395088845429825e+01,9.944768371430919274e+01,9.939173602314011191e+01,9.933622129914567722e+01,9.928117068493016006e+01,9.922654824428948928e+01,9.917230089303008356e+01,9.911834528157915258e+01,9.906462974004132604e+01,9.901108445902731603e+01,9.895767999875737075e+01,9.890433663070523096e+01,9.885101585774312127e+01,9.879762840162688065e+01,9.874417980696121333e+01,9.869061808168626726e+01,9.863700345595361796e+01,9.858327864193273626e+01,9.852951594600912699e+01,9.847560866030987370e+01,9.842162351529880482e+01,9.836738036975680188e+01,9.831296938299870192e+01,9.825817664639075133e+01,9.820319974784548833e+01,9.814781621849077453e+01,9.809236516104260772e+01,9.803656985405463331e+01,9.798090431252799704e+01,9.792494700554023268e+01,9.786930696132223773e+01,9.781335155614920041e+01,9.775791325300066603e+01,9.770208770537053056e+01,9.764701066498415116e+01,9.759133003039777066e+01,9.753655555351491557e+01,9.748073071937430711e+01,9.742599383611747044e+01,9.736969065047745175e+01,9.731494215509488299e+01,9.725811720055624221e+01,9.720365075429657509e+01
9.868334464053933175e+01,9.863720239499561160e+01,9.859559466307921127e+01,9.855128921513383489e+01,9.847813081519923628e+01,9.839986638120430484e+01,9.840150837469516887e+01,9.845915281367604166e+01,9.839230761573989525e+01,9.818249657897823113e+01,9.806841632098242201e+01,9.814756800981790263e+01,9.826823790784199275e+01,9.827567625496500625e+01,9.808298737872854645e+01,9.779985805361759788e+01,9.769480894234536095e+01,9.781770810399403615e+01,9.803507131202475477e+01,9.816484434259804459e+01,9.804068062058189525e+01,9.772243607722525383e+01,9.734906992839826501e+01,9.709791259594457813e+01,9.706992284339395383e+01,9.726567908109142024e+01,9.761827126199803217e+01,9.803044893018228834e+01,9.842089154942478046e+01,9.873792281591647679e+01,9.896332301175269208e+01,9.910176254114139738e+01,9.917020489994159504e+01,9.918843353549506503e+01,9.917387312113120856e+01,9.913942805845121597e+01,9.909363999727659689e+01,9.904169367301241778e+01,9.898664671945677185e+01,9.893023297822210793e+01,9.887344558502016412e+01,9.881666263661384164e+01,9.875995611543680752e+01,9.870311415851864467e+01,9.864601779039851692e+01,9.858855389420476456e+01,9.853089142879107953e+01,9.847312733769192050e+01,9.841553883422515980e+01,9.835809112202785798e+01,9.830089733680499364e+01,9.824365603340947928e+01,9.818640814386117199e+01,9.812877874310626680e+01,9.807100679640863916e+01,9.801279034793013523e+01,9.795464530198046305e+01,9.789624092990572990e+01,9.783829867274832282e+01,9.778029176439099501e+01,9.772312566932653510e+01,9.766592522573910173e+01,9.760980228439861150e+01,9.755336298998555833e+01,9.749804912509888766e+01,9.744186812912496976e+01,9.738692875448992936e+01,9.733058949638709123e+01,9.727594933305734060e+01,9.721936990372020659e+01,9.716514280419532668e+01
9.837744519158945877e+01,9.833700129225614717e+01,9.829450629847663379e+01,9.824950489823781652e+01,9.821094552710394510e+01,9.817710207684226020e+01,9.813059106483851224e+01,9.807391704163059387e+01,9.803438748892830290e+01,9.801032930432694457e+01,9.796588033241715721e+01,9.790044229652988861e+01,9.785550432999852433e+01,9.783751880281502622e+01,9.780567184633764555e+01,9.773933516643552366e+01,9.766467283974559166e+01,9.762483065853142250e+01,9.763054918245563840e+01,9.762474928347218395e+01,9.754557317519318360e+01,9.742900935373897653e+01,9.737014172190343686e+01,9.739432064387197840e+01,9.743144302854378225e+01,9.738957042377987250e+01,9.724979121852082642e+01,9.710604617922423643e+01,9.706591209304531276e+01,9.712814891558066677e+01,9.719199000101178854e+01,9.714925541331996328e+01,9.698417660235881499e+01,9.679819246744331451e+01,9.671197131393016377e+01,9.676411387498137628e+01,9.688378413255645683e+01,9.694174774966417374e+01,9.685570455357843400e+01,9.664479414448504713e+01,9.641263476477251970e+01,9.627876280657841335e+01,9.629997234880798374e+01,9.644494617101589995e+01,9.661444972777492524e+01,9.669960750567987873e+01,9.663399873038351018e+01,9.641927738323808228e+01,9.611692993872179613e+01,9.581660628533678903e+01,9.560141215165378981e+01,9.552231083100564035e+01,9.559083044584721733e+01,9.578425669322312785e+01,9.606052063656457563e+01,9.637168530773375608e+01,9.667657948648171384e+01,9.694513555944692484e+01,9.716164890806017240e+01,9.732058659116863453e+01,9.742592896998156959e+01,9.748451873623235997e+01,9.750697535480985323e+01,9.750136053654117063e+01,9.747737246802344657e+01,9.743960739751973676e+01,9.739501806692742036e+01,9.734412661424076418e+01,9.729199976662823701e+01,9.723606852587110438e+01,9.718114138771488797e+01
9.800118490830637086e+01,9.795984255640640015e+01,9.791908325149454129e+01,9.787864012773452771e+01,9.783594727030349247e+01,9.779180537930631090e+01,9.775085473172835293e+01,9.771212058642461784e+01,9.766974306140876649e+01,9.762482123006550694e+01,9.758435776780032711e+01,9.754687519245655380e+01,9.750438485289613766e+01,9.745780909788129520e+01,9.741580320410210447e+01,9.737975603716165551e+01,9.734163814046941354e+01,9.729550191079411547e+01,9.724561616761819494e+01,9.720326583607888438e+01,9.717137301476910238e+01,9.713529800661208924e+01,9.708314163008067510e+01,9.702882685123432793e+01,9.699251896566653386e+01,9.696662793952035031e+01,9.692581979727314945e+01,9.686430654657762318e+01,9.680537371402773772e+01,9.677333815578630549e+01,9.675972710686593814e+01,9.672665854418231390e+01,9.665528525274278593e+01,9.657654778424046071e+01,9.653558018093563931e+01,9.653581795670694987e+01,9.653155993650375422e+01,9.647620132135092774e+01,9.637745332700330891e+01,9.629495650189295475e+01,9.627544862302276840e+01,9.630000204749075010e+01,9.630135758010999325e+01,9.623056773149885146e+01,9.610925003849922632e+01,9.601179346381073287e+01,9.599340560605297412e+01,9.603686392098313718e+01,9.606629914157761618e+01,9.601389204791544785e+01,9.588080091106294844e+01,9.573645298990213348e+01,9.565925056605969701e+01,9.567220260050432046e+01,9.572056110177597077e+01,9.571484910264952362e+01,9.559425888310803998e+01,9.537177060920130600e+01,9.512284042504343518e+01,9.493235695857406142e+01,9.484686751832238372e+01,9.483758994174382906e+01,9.484749109077118590e+01,9.480009931358611652e+01,9.468646050723151575e+01,9.452602590446063857e+01,9.438315670648977118e+01,9.431701334614068344e+01,9.432198689763717425e+01,9.440203786893262361e+01,9.447959557241831874e+01
9.760474298855048403e+01,9.756372786140835274e+01,9.752244342548173961e+01,9.748107172747606342e+01,9.744033204801880288e+01,9.739973742779260135e+01,9.735842761911675325e+01,9.731694367949579316e+01,9.727638363648435416e+01,9.723608299481630013e+01,9.719481782577175011e+01,9.715335040056520199e+01,9.711302961844540960e+01,9.707325352336103208e+01,9.703257204499598743e+01,9.699094488141852821e+01,9.694969487147074005e+01,9.690985952039893903e+01,9.687073833705896675e+01,9.683007929900593069e+01,9.678742824846578685e+01,9.674590232164582915e+01,9.670705156832593730e+01,9.666682428277619010e+01,9.662201127538445178e+01,9.657681386831012560e+01,9.653612765336865209e+01,9.649617450526797313e+01,9.644878476511517817e+01,9.639257673474166666e+01,9.633402305479239658e+01,9.627687788450602113e+01,9.621381607056542862e+01,9.613250169979733073e+01,9.603119050656037814e+01,9.592119936471935659e+01,9.581092535362843421e+01,9.569423579135197144e+01,9.556312650394343677e+01,9.542681941668321599e+01,9.531133188062526074e+01,9.523780037845635604e+01,9.520256650982213387e+01,9.518569804586250882e+01,9.517549004337578822e+01,9.517744393457479646e+01,9.519449951702696922e+01,9.520332382400529525e+01,9.516608322042684165e+01,9.506476816542446784e+01,9.493043918020511285e+01,9.482577174557276578e+01,9.479077570850883205e+01,9.481182884968846736e+01,9.483116101088548078e+01,9.479763101695240834e+01,9.471312104000028853e+01,9.461635687247031967e+01,9.455415929584793844e+01,9.453608876093127833e+01,9.452723629368755098e+01,9.449294684963061286e+01,9.441769525690637010e+01,9.432279741614485147e+01,9.426362013573623244e+01,9.425187927915732189e+01,9.426731697208199989e+01,9.425478685139623281e+01,9.415383302269637511e+01,9.400411464185047805e+01,9.390957108486315974e+01
9.721666040183117730e+01,9.717562255886868172e+01,9.713363179223058808e+01,9.709052995870366942e+01,9.704573199648174864e+01,9.699876270230549835e+01,9.694872845596796651e+01,9.689423444611595926e+01,9.683389065455803291e+01,9.676639150280256274e+01,9.669033242376204385e+01,9.660430196798243685e+01,9.650771427073733832e+01,9.640109669884908783e+01,9.628638913615779416e+01,9.616728905363164870e+01,9.604926128123121032e+01,9.593884781585279597e+01,9.584344368270022585e+01,9.577042558456906818e+01,9.572442733842650853e+01,9.570476371276042471e+01,9.570578543465948940e+01,9.571804674282734027e+01,9.572814070421794952e+01,9.572051335355301660e+01,9.568384671717706169e+01,9.561719695980750089e+01,9.553010081213018623e+01,9.543810443745265104e+01,9.535811715402029165e+01,9.530377551616244602e+01,9.528000381924633189e+01,9.527799118497743791e+01,9.527616964682995615e+01,9.525136077773979082e+01,9.519392821917230663e+01,9.511422641847543957e+01,9.503432979591060814e+01,9.497319953637395429e+01,9.493799502218644193e+01,9.492184513072858465e+01,9.490682238091964962e+01,9.487266110818909226e+01,9.480943194495974069e+01,9.472844390706629270e+01,9.465838838967039237e+01,9.462077323730852640e+01,9.460865629253477493e+01,9.458972285864506091e+01,9.453673671377531207e+01,9.445753690495922683e+01,9.438786614129273289e+01,9.435205125727968323e+01,9.433825820670352869e+01,9.430824482466522340e+01,9.424212574251806984e+01,9.416425062263193979e+01,9.411317085657528025e+01,9.409402409387810451e+01,9.407464145349982232e+01,9.401683218746730120e+01,9.393153791934500418e+01,9.386939423448306741e+01,9.385073876922253078e+01,9.383714777126711226e+01,9.379044037068416628e+01,9.370676422234183178e+01,9.363457009185718505e+01,9.360413442578300192e+01,9.357917594551643958e+01
9.573855990074548572e+01,9.571846231939731808e+01,9.571034515659418673e+01,9.569286138638659622e+01,9.567056872007186996e+01,9.562997580605463099e+01,9.558080017863143496e+01,9.552705116805637431e+01,9.548269726538286761e+01,9.545884230604080756e+01,9.546093245658879312e+01,9.548765727833983874e+01,9.552573765708591225e+01,9.555927871447930499e+01,9.557071302976828520e+01,9.555232613530749575e+01,9.550675968902022817e+01,9.544896294094034772e+01,9.539716506560235132e+01,9.536472048278302793e+01,9.535235696753744605e+01,9.534825688250613496e+01,9.533402424717873203e+01,9.529571373041278548e+01,9.523311716192957022e+01,9.516088170001120261e+01,9.509904508309247717e+01,9.505954756069780842e+01,9.503824128350346712e+01,9.501799597100585970e+01,9.498107781089406387e+01,9.492220127060588197e+01,9.485267956857714466e+01,9.479191809632624199e+01,9.475192378085807832e+01,9.472694573462891299e+01,9.469803042134445548e+01,9.464975474247442833e+01,9.458493711209372634e+01,9.452214561075356869e+01,9.447718528263141025e+01,9.444728267094576779e+01,9.441471715100576034e+01,9.436536723868306353e+01,9.430352870825024070e+01,9.424639885797613204e+01,9.420465665648454490e+01,9.417121677035223115e+01,9.413073756866418762e+01,9.407685055410654229e+01,9.401946824374138600e+01,9.397167538399101261e+01,9.393339674650174231e+01,9.389263825148199771e+01,9.384263679311968076e+01,9.378860401947544290e+01,9.374126359370187345e+01,9.370059410164111569e+01,9.365592196900387023e+01,9.360330283966946752e+01,9.355404857860695245e+01,9.351160198271732327e+01,9.346871211732640461e+01,9.341749682178860326e+01,9.336328840650817540e+01,9.331761724319646589e+01,9.328273992244470492e+01,9.323444524214096418e+01,9.317406174817203635e+01,9.312416357865042471e+01,9.308685299512210065e+01
