# Number of nodes: 900
# Neurons: 301
# Astrocytes: 237
# Microglia: 65
# Arteries: 297
1.476000e-17,0.000000e+00,0.000000e+00,0.000000e+00
1.473070e-17,2.930123e-20,8.396254e-22,3.673420e-40
1.388404e-17,2.909430e-20,2.453438e-20,1.349425e-24
1.304344e-17,2.888601e-20,4.685502e-20,4.316203e-24
1.220885e-17,2.867913e-20,6.779846e-20,8.420727e-24
1.138024e-17,2.847371e-20,8.737338e-20,1.349197e-23
1.055756e-17,2.826974e-20,1.055889e-19,1.944107e-23
9.740783e-18,2.806720e-20,1.224541e-19,2.620804e-23
8.929854e-18,2.786611e-20,1.379782e-19,3.374486e-23
8.124735e-18,2.766644e-20,1.521707e-19,4.200930e-23
7.325385e-18,2.746820e-20,1.650408e-19,5.096263e-23
6.531763e-18,2.727138e-20,1.765979e-19,6.056857e-23
5.743828e-18,2.707596e-20,1.868512e-19,7.079288e-23
4.969437e-18,2.637970e-20,1.958135e-19,8.157570e-23
4.217879e-18,2.552396e-20,2.035123e-19,9.276454e-23
3.491440e-18,2.444572e-20,2.099843e-19,1.041903e-22
2.826992e-18,2.112229e-20,2.152897e-19,1.156273e-22
2.266894e-18,1.747439e-20,2.195722e-19,1.266043e-22
1.817499e-18,1.374137e-20,2.230089e-19,1.366871e-22
1.453314e-18,1.092686e-20,2.258567e-19,1.459062e-22
1.162581e-18,9.313344e-21,2.280621e-19,1.535376e-22
9.097145e-19,8.200910e-21,2.298160e-19,1.598877e-22
6.850168e-19,7.343004e-21,2.311764e-19,1.649855e-22
4.883806e-19,6.175323e-21,2.321879e-19,1.688884e-22
3.336123e-19,4.504433e-21,2.329049e-19,1.717174e-22
2.285383e-19,2.944418e-21,2.334033e-19,1.737054e-22
1.591414e-19,1.931718e-21,2.337523e-19,1.750980e-22
1.135668e-19,1.282911e-21,2.340002e-19,1.760780e-22
8.305174e-20,8.654817e-22,2.341801e-19,1.767746e-22
6.235204e-20,5.901591e-22,2.343133e-19,1.772745e-22
4.818120e-20,4.055511e-22,2.344145e-19,1.776374e-22
3.841430e-20,2.803146e-22,2.344935e-19,1.779043e-22
3.164807e-20,1.946248e-22,2.345569e-19,1.781039e-22
2.694171e-20,1.356151e-22,2.346095e-19,1.782560e-22
2.365745e-20,9.477562e-23,2.346546e-19,1.783747e-22
2.135937e-20,6.639936e-23,2.346943e-19,1.784698e-22
1.970156e-20,4.605532e-23,2.347315e-19,1.785506e-22
1.858255e-20,3.239816e-23,2.347647e-19,1.786168e-22
1.779471e-20,2.282889e-23,2.347961e-19,1.786748e-22
1.723917e-20,1.611017e-23,2.348262e-19,1.787269e-22
1.684685e-20,1.138425e-23,2.348554e-19,1.787748e-22
1.656946e-20,8.054599e-24,2.348839e-19,1.788197e-22
1.637309e-20,5.705206e-24,2.349119e-19,1.788626e-22
1.623392e-20,4.045236e-24,2.349397e-19,1.789039e-22
1.613520e-20,2.870933e-24,2.349672e-19,1.789442e-22
1.606511e-20,2.039264e-24,2.349945e-19,1.789838e-22
1.601530e-20,1.449649e-24,2.350217e-19,1.790228e-22
1.597988e-20,1.031244e-24,2.350488e-19,1.790614e-22
1.595468e-20,7.340775e-25,2.350759e-19,1.790997e-22
1.593673e-20,5.228527e-25,2.351029e-19,1.791379e-22
1.592395e-20,3.726066e-25,2.351299e-19,1.791759e-22
1.591483e-20,2.656650e-25,2.351568e-19,1.792138e-22
1.590833e-20,1.895009e-25,2.351838e-19,1.792516e-22
1.590356e-20,1.336637e-25,2.352116e-19,1.792907e-22
1.590029e-20,9.541805e-26,2.352386e-19,1.793285e-22
1.589796e-20,6.813834e-26,2.352655e-19,1.793663e-22
1.589629e-20,4.867243e-26,2.352924e-19,1.794040e-22
1.589510e-20,3.477704e-26,2.353193e-19,1.794417e-22
