1,0.4865
2,0.4871
3,0.4868
4,0.4868
5,0.4871
6,0.4865
7,0.4865
8,0.4874
9,0.4581
10,0.4596
11,0.4468
12,0.4474
13,0.4471
14,0.4465
15,0.4477
16,0.4388
17,0.4385
18,0.4388
19,0.4276
20,0.4266
21,0.4269
22,0.4269
23,0.4266
24,0.4752
25,0.4745
26,0.4745
27,0.4752
28,0.4745
29,0.4944
30,0.4950
31,0.4956
32,0.5142
33,0.5145
34,0.5142
35,0.5145
36,0.5148
37,0.5136
38,0.5142
39,0.4874
40,0.4865
41,0.4865
42,0.4874
43,0.4871
44,0.4877
45,0.4865
46,0.4868
47,0.6351
48,0.6348
49,0.6348
50,0.6351
51,0.6625
52,0.6628
53,0.6628
54,0.7111
55,0.7117
56,0.7117
57,0.7117
58,0.7123
59,0.7513
60,0.7520
61,0.7520
62,0.7520
63,0.7507
64,0.7718
65,0.7712
66,0.7715
67,0.7629
68,0.7629
69,0.7632
70,0.7632
71,0.7440
72,0.7437
73,0.7431
74,0.7434
75,0.7434
76,0.7434
77,0.7431
78,0.7428
79,0.7434
80,0.7437
81,0.7513
82,0.7513
83,0.7513
84,0.7513
85,0.7513
86,0.7632
87,0.7635
88,0.7639
89,0.7632
90,0.7629
91,0.7639
92,0.7837
93,0.7828
94,0.7715
95,0.7709
96,0.7715
97,0.7724
98,0.7715
99,0.7437
100,0.7434
101,0.6827
102,0.6827
103,0.6833
104,0.6824
105,0.6827
106,0.6827
107,0.6628
108,0.6631
109,0.6229
110,0.6223
111,0.6232
112,0.6232
113,0.6226
114,0.6229
115,0.6229
116,0.6223
117,0.6235
118,0.6226
119,0.6232
120,0.6229
121,0.6229
122,0.6229
123,0.6226
124,0.6226
125,0.6229
126,0.6030
127,0.6027
128,0.6027
129,0.5948
130,0.5939
131,0.5951
132,0.5945
133,0.5957
134,0.5756
135,0.5743
136,0.5743
137,0.5829
138,0.5832
139,0.5832
140,0.5832
141,0.5670
142,0.5670
143,0.5676
144,0.5750
145,0.5750
146,0.5750
147,0.5753
148,0.5746
149,0.5670
150,0.5661
151,0.5667
152,0.5746
153,0.5740
154,0.5737
155,0.5762
156,0.5731
157,0.5746
158,0.5743
159,0.5746
160,0.5740
161,0.5746
162,0.5661
163,0.5661
164,0.5457
165,0.5463
166,0.5450
167,0.5463
168,0.5463
169,0.5472
170,0.5457
171,0.5255
172,0.5258
173,0.5261
174,0.5252
175,0.5255
176,0.5261
177,0.5261
178,0.5264
179,0.5072
180,0.5057
181,0.5060
182,0.5060
183,0.5066
184,0.5066
185,0.5057
186,0.5066
187,0.5063
188,0.5057
189,0.5273
190,0.5255
191,0.5264
192,0.5264
193,0.5264
194,0.5273
195,0.5267
196,0.5258
197,0.5270
198,0.5249
199,0.5261
200,0.5267
201,0.5261
202,0.5258
203,0.5258
204,0.5264
205,0.5258
206,0.5264
207,0.5142
208,0.5142
209,0.5145
210,0.5139
211,0.5139
212,0.5142
213,0.5148
214,0.5069
215,0.5063
216,0.5060
217,0.5063
218,0.5063
219,0.5069
220,0.5075
221,0.5063
222,0.5063
223,0.5072
224,0.4950
225,0.4959
226,0.4749
227,0.4749
228,0.4752
229,0.4752
230,0.4752
231,0.4752
232,0.4669
233,0.4675
234,0.4465
235,0.4480
236,0.4471
237,0.4480
238,0.4468
239,0.4593
240,0.4584
241,0.4742
242,0.4749
243,0.4745
244,0.4749
245,0.4745
246,0.5264
247,0.5261
248,0.5261
249,0.6238
250,0.6229
251,0.6229
252,0.6232
253,0.6235
254,0.6747
255,0.6750
256,0.6744
257,0.6744
258,0.6741
259,0.7718
260,0.7718
261,0.8115
262,0.8118
263,0.8124
264,0.8121
265,0.8112
266,0.8124
267,0.8115
268,0.8121
269,0.7916
270,0.7913
271,0.7919
272,0.7916
273,0.7919
274,0.7837
275,0.7834
276,0.7629
277,0.7639
278,0.7639
279,0.7639
280,0.7642
281,0.7510
282,0.7516
283,0.7513
284,0.7513
285,0.7516
286,0.7629
287,0.7632
288,0.7648
289,0.7718
290,0.7715
291,0.7715
292,0.7715
293,0.7709
294,0.7715
295,0.7715
296,0.7712
297,0.7709
298,0.7712
299,0.7712
300,0.7715
301,0.7635
302,0.7642
303,0.7645
304,0.7233
305,0.7239
306,0.7239
307,0.7230
308,0.7236
309,0.7031
310,0.7040
311,0.7034
312,0.6631
313,0.6628
314,0.6628
315,0.6625
316,0.6625
317,0.6625
318,0.6628
319,0.6628
320,0.6631
321,0.6747
322,0.6750
323,0.6757
324,0.6750
325,0.6747
326,0.6750
327,0.6754
328,0.6747
329,0.6628
330,0.6625
331,0.6342
332,0.6348
333,0.6348
334,0.6348
335,0.6345
336,0.6232
337,0.6226
338,0.6232
339,0.5945
340,0.5951
341,0.5942
342,0.5942
343,0.5945
344,0.5826
345,0.5826
346,0.5945
347,0.5942
348,0.5939
349,0.5948
350,0.5954
351,0.5829
352,0.5823
353,0.5823
354,0.5829
355,0.5829
356,0.5743
357,0.5746
358,0.5746
359,0.5542
360,0.5548
361,0.5536
362,0.5545
363,0.5539
364,0.5457
365,0.5457
366,0.5463
367,0.5460
368,0.5460
369,0.5457
370,0.5460
371,0.5460
372,0.5460
373,0.5460
374,0.5344
375,0.5341
376,0.5341
377,0.5344
378,0.5350
379,0.5466
380,0.5460
381,0.5460
382,0.5460
383,0.5466
384,0.5469
385,0.5463
386,0.5463
387,0.5344
388,0.5341
389,0.5334
390,0.5344
391,0.5267
392,0.5261
393,0.5264
394,0.5267
395,0.5261
396,0.5258
397,0.5264
398,0.5261
399,0.5267
400,0.5261
401,0.5264
402,0.5267
403,0.5060
404,0.5063
405,0.5066
406,0.4947
407,0.4941
408,0.4950
409,0.4944
410,0.4941
411,0.4947
412,0.4947
413,0.4941
414,0.4944
415,0.4938
416,0.4938
417,0.4944
418,0.4944
419,0.4953
420,0.4950
421,0.4947
422,0.5057
423,0.5057
424,0.5063
425,0.5066
426,0.5063
427,0.5072
428,0.5069
429,0.4947
430,0.4941
431,0.4941
432,0.4953
433,0.4956
434,0.4880
435,0.4871
436,0.4871
437,0.4749
438,0.4745
439,0.4749
440,0.4745
441,0.4742
442,0.4745
443,0.4739
444,0.4953
445,0.4944
446,0.4947
447,0.4941
448,0.4947
449,0.5264
450,0.5270
451,0.5261
452,0.5258
453,0.5255
454,0.6836
455,0.6821
456,0.6821
457,0.7434
458,0.7434
459,0.7431
460,0.7434
461,0.7709
462,0.7718
463,0.7721
464,0.8322
465,0.8322
466,0.8325
467,0.8319
468,0.8325
469,0.8325
470,0.8316
471,0.8322
472,0.8188
473,0.8197
474,0.8203
475,0.8206
476,0.8118
477,0.8115
478,0.8118
479,0.8118
480,0.8115
481,0.8112
482,0.8124
483,0.8121
484,0.8115
485,0.8115
486,0.8124
487,0.8115
488,0.8115
