%% Maximum spread
% Case C3
%% t	max spread
0.00	0.35
60.00	0.36
120.00	0.52
180.00	0.58
240.00	0.63
300.00	0.68
360.00	0.72
420.00	0.76
480.00	0.80
540.00	0.83
600.00	0.86
660.00	0.89
720.00	0.91
780.00	0.94
840.00	0.96
900.00	0.98
960.00	7.44
1020.00	7.60
1080.00	7.73
1140.00	7.73
1200.00	7.73
1260.00	7.73
1320.00	7.73
1380.00	7.73
1440.00	7.73
1500.00	7.74
1560.00	7.74
1620.00	7.76
1680.00	7.76
1740.00	7.83
1800.00	7.83
1860.00	7.83
1920.00	7.83
