%% Maximum spread
% Case B1
%% t	max spread
0.00	0.35
60.00	0.35
120.00	0.50
180.00	0.56
240.00	0.63
300.00	0.68
360.00	0.74
420.00	0.78
480.00	0.82
540.00	0.85
600.00	0.89
660.00	0.91
720.00	0.95
780.00	0.97
840.00	0.99
900.00	1.01
960.00	1.03
1020.00	1.05
1080.00	1.07
1140.00	1.09
1200.00	1.10
1260.00	1.12
1320.00	1.14
1380.00	1.16
1440.00	1.17
1500.00	1.19
1560.00	1.20
1620.00	1.22
1680.00	1.24
1740.00	1.25
1800.00	1.26
1860.00	1.28
1920.00	1.29
