%% Maximum spread
% Case C2
%% t	max spread
0.00	0.35
60.00	0.40
120.00	0.66
180.00	0.91
240.00	0.91
300.00	1.14
360.00	1.40
420.00	1.40
480.00	1.40
540.00	1.82
600.00	1.82
660.00	1.82
720.00	1.82
780.00	2.19
840.00	7.44
900.00	7.60
960.00	7.60
1020.00	7.68
1080.00	7.73
1140.00	7.73
1200.00	7.73
1260.00	7.73
1320.00	7.74
1380.00	7.75
1440.00	7.76
1500.00	7.83
1560.00	7.83
1620.00	7.83
1680.00	7.83
1740.00	7.83
1800.00	7.98
1860.00	7.98
1920.00	8.06
