%% Maximum spread
% Case A1
%% t	max spread
0.00	0.35
60.00	0.35
120.00	0.50
180.00	0.56
240.00	0.63
300.00	0.69
360.00	0.74
420.00	0.79
480.00	0.83
540.00	0.86
600.00	0.90
660.00	0.93
720.00	0.96
780.00	0.98
840.00	1.00
900.00	1.02
960.00	1.05
1020.00	1.06
1080.00	1.07
1140.00	1.09
1200.00	1.10
1260.00	1.12
1320.00	1.14
1380.00	1.15
1440.00	1.17
1500.00	1.18
1560.00	1.20
1620.00	1.22
1680.00	1.23
1740.00	1.24
1800.00	1.25
1860.00	1.27
1920.00	1.28
