%% Maximum spread
% Case A2
%% t	max spread
0.00	0.35
60.00	0.70
120.00	0.98
180.00	1.13
240.00	1.28
300.00	1.39
360.00	1.55
420.00	1.68
480.00	1.75
540.00	1.78
600.00	1.82
660.00	1.88
720.00	1.91
780.00	2.04
840.00	2.12
900.00	2.17
960.00	2.21
1020.00	2.24
1080.00	2.28
1140.00	2.31
1200.00	2.34
1260.00	2.36
1320.00	2.38
1380.00	2.39
1440.00	2.41
1500.00	2.42
1560.00	2.48
1620.00	2.58
1680.00	2.74
1740.00	2.79
1800.00	2.84
1860.00	2.90
1920.00	2.95
