%% Maximum spread
% Case A3
%% t	max spread
0.00	0.31
60.00	0.99
120.00	1.29
180.00	1.60
240.00	1.78
300.00	1.91
360.00	2.15
420.00	2.28
480.00	2.37
540.00	2.42
600.00	2.52
660.00	2.75
720.00	2.94
780.00	3.09
840.00	3.13
900.00	3.15
960.00	3.21
1020.00	3.22
1080.00	3.22
1140.00	3.23
1200.00	3.24
1260.00	3.24
1320.00	3.28
1380.00	3.35
1440.00	3.40
1500.00	3.41
1560.00	3.43
1620.00	3.46
1680.00	3.48
1740.00	3.50
1800.00	3.52
1860.00	3.53
1920.00	3.54
