%% Maximum spread
% Case C4
%% t	max spread
0.00	0.35
60.00	0.78
120.00	1.06
180.00	1.17
240.00	1.33
300.00	1.43
360.00	1.60
420.00	1.73
480.00	1.76
540.00	1.79
600.00	1.82
660.00	1.88
720.00	1.91
780.00	2.04
840.00	2.12
900.00	2.17
960.00	2.21
1020.00	2.25
1080.00	3.37
1140.00	3.40
1200.00	3.40
1260.00	7.44
1320.00	7.60
1380.00	7.60
1440.00	7.73
1500.00	7.73
1560.00	7.73
1620.00	7.83
1680.00	7.83
1740.00	7.83
1800.00	7.83
1860.00	7.98
1920.00	8.16
