2.643267056311668473e+00,2.642181415294214020e+00,2.643268620706109573e+00,2.642726728897382138e+00,2.643391787004172766e+00,2.643146980461779538e+00,2.643571702932010492e+00,2.643486563580055293e+00,2.643771839355952391e+00,2.643769884905058376e+00,2.643971796338769220e+00,2.644010577687319952e+00,2.644160489825981841e+00,2.644216628070402031e+00,2.644332329400376214e+00,2.644393186988667210e+00,2.644485045332640283e+00,2.644544073618357416e+00,2.644618422116961742e+00,2.644672546146597636e+00,2.644733535131367219e+00,2.644781671466426953e+00,2.644832274253313464e+00,2.644874482841901298e+00,2.644917036393317211e+00,2.644954028915126543e+00,2.644990518434525484e+00,2.645023366900280948e+00,2.645055568503034582e+00,2.645085526399449272e+00,2.645115072315094906e+00,2.645143462642610466e+00,2.645171870169997774e+00,2.645200021165226012e+00,2.645228714096444111e+00,2.645257935491321710e+00,2.645288274575161580e+00,2.645319867425666160e+00,2.645353192577299506e+00,2.645388478531262244e+00,2.645426150544847310e+00,2.645466496091139597e+00,2.645509913319210593e+00,2.645556718879140679e+00,2.645607282424868423e+00,2.645661912393168613e+00,2.645720924832384302e+00,2.645784572308453875e+00,2.645853075929862630e+00,2.645926579808385970e+00,2.646005164539162902e+00,2.646088819248719748e+00,2.646177448314020353e+00,2.646270857660348419e+00,2.646368761893427735e+00,2.646470782966615864e+00,2.646576461164050098e+00,2.646685263722039494e+00,2.646796600190680415e+00,2.646909837123062381e+00,2.647024316907715225e+00,2.647139372728092077e+00,2.647254350786765631e+00,2.647368616954813181e+00,2.647481586528611430e+00,2.647592708697876773e+00,2.647701517590090425e+00,2.647807569677540496e+00,2.647910549075762177e+00,2.648010110222497993e+00,2.648106106534517501e+00,2.648198244031855886e+00,2.648286569504531673e+00,2.648370749858733220e+00,2.648451081939108498e+00,2.648527041026296214e+00,2.648599308435541921e+00,2.648666913634718956e+00,2.648731205641424502e+00,2.648790328446206654e+00,2.648846850650315332e+00,2.648897245908811371e+00,2.648946342336356174e+00,2.648987509946906904e+00
2.623550984886219517e+00,2.622366408003260485e+00,2.623313173058743786e+00,2.622655107449548773e+00,2.623192784591308335e+00,2.622826975466578947e+00,2.623132103785698721e+00,2.622927924772985975e+00,2.623100083014114237e+00,2.622984882578589971e+00,2.623080641076179553e+00,2.623014254123340550e+00,2.623066090484526658e+00,2.623026580793344387e+00,2.623053435243662079e+00,2.623029101559533061e+00,2.623042281193263658e+00,2.623027164757740781e+00,2.623033655201191916e+00,2.623025009587161005e+00,2.623029336219431240e+00,2.623026198590155289e+00,2.623031471580883345e+00,2.623033851238427250e+00,2.623042347263229601e+00,2.623050758110579306e+00,2.623064236415919570e+00,2.623079419947333513e+00,2.623099286135785135e+00,2.623122041562577778e+00,2.623149427178945281e+00,2.623180505728071488e+00,2.623216305580942098e+00,2.623256346827185226e+00,2.623301238373472621e+00,2.623350735448413573e+00,2.623405192304929301e+00,2.623464476049914396e+00,2.623528779061646610e+00,2.623598011467164870e+00,2.623672255008683951e+00,2.623751422948510825e+00,2.623835513123072616e+00,2.623924417369174478e+00,2.624018062399553930e+00,2.624116303225201285e+00,2.624219001926580752e+00,2.624325968786774155e+00,2.624437007150602241e+00,2.624551881887265736e+00,2.624670345813715944e+00,2.624792123678181266e+00,2.624916928362472923e+00,2.625044453303711833e+00,2.625174382617267099e+00,2.625306387506179284e+00,2.625440132379886382e+00,2.625575272463515297e+00,2.625711457292366546e+00,2.625848327682775984e+00,2.625985518291388487e+00,2.626122652450383121e+00,2.626259347219810802e+00,2.626395203457697392e+00,2.626529820085814926e+00,2.626662771574123756e+00,2.626793645386932941e+00,2.626921986880579318e+00,2.627047391521846187e+00,2.627169369933670229e+00,2.627287565480828757e+00,2.627401432924127533e+00,2.627510737221450121e+00,2.627614814843543645e+00,2.627713689648336626e+00,2.627806426438265675e+00,2.627893571610191437e+00,2.627973578008850897e+00,2.628048034208481543e+00,2.628114068826734151e+00,2.628175344208639075e+00,2.628226225251462100e+00,2.628274481342975477e+00,2.628308885672466566e+00
2.605474618309924661e+00,2.604318761896427414e+00,2.605411009883576323e+00,2.604823198467415946e+00,2.605494113973738202e+00,2.605224910710458808e+00,2.605660021048016084e+00,2.605569086323998640e+00,2.605871862033695141e+00,2.605880038482466077e+00,2.606107895539493846e+00,2.606170352132364254e+00,2.606354934310509019e+00,2.606446157916495920e+00,2.606604796048523465e+00,2.606710246182812885e+00,2.606852456794049200e+00,2.606963953370797782e+00,2.607095132161427298e+00,2.607208312020704355e+00,2.607331819651039329e+00,2.607444713114612345e+00,2.607563016081482665e+00,2.607675203788548668e+00,2.607790440599426329e+00,2.607902491896419761e+00,2.608016682276117493e+00,2.608129723870534100e+00,2.608244762978537690e+00,2.608360116311621457e+00,2.608477657275614092e+00,2.608596534047025184e+00,2.608717838225580010e+00,2.608841106727138204e+00,2.608966919929321726e+00,2.609094957887112542e+00,2.609225447802079323e+00,2.609358087173521135e+00,2.609492852556891673e+00,2.609629405501876054e+00,2.609767546784591552e+00,2.609906890726521045e+00,2.610047122322616264e+00,2.610187820226732569e+00,2.610328603712479101e+00,2.610469037512357815e+00,2.610608716833453968e+00,2.610747217043950741e+00,2.610884143663279033e+00,2.611019106275398016e+00,2.611151748395212024e+00,2.611281733934132099e+00,2.611408765298648404e+00,2.611532575658410682e+00,2.611652940087116903e+00,2.611769669373724678e+00,2.611882617488543001e+00,2.611991674108641970e+00,2.612096771876858625e+00,2.612197875052324481e+00,2.612294991045201797e+00,2.612388150949734644e+00,2.612477432303639269e+00,2.612562923724506270e+00,2.612644770987623488e+00,2.612723110886998157e+00,2.612798161092666938e+00,2.612870095786481883e+00,2.612939213731401811e+00,2.613005710066509391e+00,2.613069977751008022e+00,2.613132206408392388e+00,2.613192895652814318e+00,2.613252191047317208e+00,2.613310701164284655e+00,2.613368486727338347e+00,2.613426238740804486e+00,2.613483921982106661e+00,2.613542210843375457e+00,2.613601062645922291e+00,2.613660876375909936e+00,2.613721924510729266e+00,2.613783752244232428e+00,2.613847724496730862e+00
2.577205809109802015e+00,2.576075514920086462e+00,2.577064396389350698e+00,2.576464450415453911e+00,2.577054700424126210e+00,2.576752082987424863e+00,2.577117523417177480e+00,2.576981268659480406e+00,2.577219536017704815e+00,2.577175979435670339e+00,2.577341953601884228e+00,2.577349623330980499e+00,2.577474129520291868e+00,2.577509620832762582e+00,2.577609890247634539e+00,2.577659897823551649e+00,2.577745427101075570e+00,2.577802252753984558e+00,2.577878109816132302e+00,2.577937152769758100e+00,2.578005876279425124e+00,2.578064264842005571e+00,2.578126989365246757e+00,2.578182865813151814e+00,2.578240008645427572e+00,2.578292171566683333e+00,2.578343851440760837e+00,2.578391573458793218e+00,2.578437849380738278e+00,2.578480767068246138e+00,2.578521754664342414e+00,2.578559785306259844e+00,2.578595699466156077e+00,2.578628976381640125e+00,2.578660143869857535e+00,2.578688978776737972e+00,2.578715853358317212e+00,2.578740731732727554e+00,2.578763923372465960e+00,2.578785522245304662e+00,2.578805827784391713e+00,2.578825029096944554e+00,2.578843437782474268e+00,2.578861306983321278e+00,2.578878957037453734e+00,2.578896668881029974e+00,2.578914749328747202e+00,2.578933466837989741e+00,2.578953084497781933e+00,2.578973821908056685e+00,2.578995872886090002e+00,2.579019385074493798e+00,2.579044472027865353e+00,2.579071205306340708e+00,2.579099625252614381e+00,2.579129741016386923e+00,2.579161540617687098e+00,2.579194994465943136e+00,2.579230063424017949e+00,2.579266702061031147e+00,2.579304863248764512e+00,2.579344498905334238e+00,2.579385560699265056e+00,2.579427998035829006e+00,2.579471755933160360e+00,2.579516771488607585e+00,2.579562971361729851e+00,2.579610267737673546e+00,2.579658559576833543e+00,2.579707725614810432e+00,2.579757637734806153e+00,2.579808139271338341e+00,2.579859090136777056e+00,2.579910298781832978e+00,2.579961645214114530e+00,2.580012894820386649e+00,2.580064001217271752e+00,2.580114651622309463e+00,2.580164960969581145e+00,2.580214449378833486e+00,2.580263542578166813e+00,2.580311412228316392e+00,2.580359050547668787e+00,2.580404960294257144e+00
2.556191019599196146e+00,2.555067108547108834e+00,2.556027872796105882e+00,2.555429779934872858e+00,2.555997798327241277e+00,2.555693474711780766e+00,2.556042687266391944e+00,2.555903328157347776e+00,2.556130846348608543e+00,2.556084688224613988e+00,2.556244716063251765e+00,2.556251421567499182e+00,2.556373951272176814e+00,2.556410404082966714e+00,2.556511608472397334e+00,2.556564080064767097e+00,2.556652200020399057e+00,2.556712105140383606e+00,2.556790886223699211e+00,2.556852556361777662e+00,2.556923318851145766e+00,2.556982878481550259e+00,2.557045777781139506e+00,2.557100579112838279e+00,2.557155343835920469e+00,2.557203646306527745e+00,2.557249960587284043e+00,2.557290697697391479e+00,2.557328350510013504e+00,2.557360931042929941e+00,2.557389838769894563e+00,2.557413987455197990e+00,2.557434177544966936e+00,2.557449836504529728e+00,2.557461447757093609e+00,2.557468744053030374e+00,2.557472056194829868e+00,2.557471311263154412e+00,2.557466779489541153e+00,2.557458516085616473e+00,2.557446771530164753e+00,2.557431677147258497e+00,2.557413467378041982e+00,2.557392300360068926e+00,2.557368376987045444e+00,2.557341838625494468e+00,2.557312832204444497e+00,2.557281454649964925e+00,2.557247792247674401e+00,2.557211894809810815e+00,2.557173803885433028e+00,2.557133545189004487e+00,2.557091151226297043e+00,2.557046662740961374e+00,2.557000146166859444e+00,2.556951696424453857e+00,2.556901447700674179e+00,2.556849572315389896e+00,2.556796284167623057e+00,2.556741831862614056e+00,2.556686496182131840e+00,2.556630579286810701e+00,2.556574398816326532e+00,2.556518278290869972e+00,2.556462539003960366e+00,2.556407500215128970e+00,2.556353463331788145e+00,2.556300737330641670e+00,2.556249593895056904e+00,2.556200352101118956e+00,2.556153248230435437e+00,2.556108661493430745e+00,2.556066764746421249e+00,2.556028086189374271e+00,2.555992638094371827e+00,2.555961258918974188e+00,2.555933559903484031e+00,2.555911005331274133e+00,2.555892301265687561e+00,2.555880165252386593e+00,2.555871435880570086e+00,2.555871290551869901e+00,2.555872974580277734e+00,2.555886317035173771e+00
2.546619030124766425e+00,2.545500274678365926e+00,2.546523530125908152e+00,2.545943436757581502e+00,2.546561322791182747e+00,2.546282533358660949e+00,2.546674367362375957e+00,2.546565038682268245e+00,2.546831634626354646e+00,2.546818672245645399e+00,2.547016946087299338e+00,2.547059907363555809e+00,2.547222083425122907e+00,2.547298594441124386e+00,2.547442889068981309e+00,2.547540496423164491e+00,2.547677095076891440e+00,2.547788731367381487e+00,2.547923167913645592e+00,2.548044653168664908e+00,2.548179748524663335e+00,2.548308433836523168e+00,2.548445422506629310e+00,2.548579461466211171e+00,2.548718643901200842e+00,2.548856593406052085e+00,2.548997697948634844e+00,2.549138280723274086e+00,2.549280644029606968e+00,2.549422589617277524e+00,2.549565231471419668e+00,2.549707166012045167e+00,2.549848818670978012e+00,2.549989203347333699e+00,2.550128342915557234e+00,2.550265470716202465e+00,2.550400381662957905e+00,2.550532436816417725e+00,2.550661320491006023e+00,2.550786491353917551e+00,2.550907608426314255e+00,2.551024229168818991e+00,2.551136049509004078e+00,2.551242737392233728e+00,2.551344067368164659e+00,2.551439827664103710e+00,2.551529894342018601e+00,2.551614177699691233e+00,2.551692661536564266e+00,2.551765370558632284e+00,2.551832389990047467e+00,2.551893844707801673e+00,2.551949908482907148e+00,2.552000789901673450e+00,2.552046736545798833e+00,2.552088024715996717e+00,2.552124961688151839e+00,2.552157877287877685e+00,2.552187126011844498e+00,2.552213078419642400e+00,2.552236123836775228e+00,2.552256659236047831e+00,2.552275093300907294e+00,2.552291830563663932e+00,2.552307278558362036e+00,2.552321824578960285e+00,2.552335849452516126e+00,2.552349692789261049e+00,2.552363681076230240e+00,2.552378073012036452e+00,2.552393118464269861e+00,2.552408963430136790e+00,2.552425774782516754e+00,2.552443556838359218e+00,2.552462415253106798e+00,2.552482183648792091e+00,2.552502969397104415e+00,2.552524399538889099e+00,2.552546690017871711e+00,2.552569217522930867e+00,2.552592425992938896e+00,2.552615437735792803e+00,2.552638931402448463e+00,2.552662007360742891e+00
2.505462820544659408e+00,2.504407950196977595e+00,2.505395509971915402e+00,2.504855217139467349e+00,2.505456367651854865e+00,2.505203482807302429e+00,2.505588948233174129e+00,2.505497192262026829e+00,2.505762798286740978e+00,2.505762082027900295e+00,2.505961706132984634e+00,2.506013026934639232e+00,2.506176806206434016e+00,2.506258148161274235e+00,2.506402557157247912e+00,2.506501016725160902e+00,2.506634529220913343e+00,2.506742007255663651e+00,2.506868394189373461e+00,2.506979351800420197e+00,2.507099717709468489e+00,2.507210118062107362e+00,2.507324240894062584e+00,2.507431140645186574e+00,2.507538384963923228e+00,2.507639836548642531e+00,2.507739759796833834e+00,2.507834811927793339e+00,2.507927517456796540e+00,2.508016189456661493e+00,2.508102459616706525e+00,2.508185629544417594e+00,2.508266873513566253e+00,2.508346067464239937e+00,2.508424128733089287e+00,2.508501233010165699e+00,2.508578112494879608e+00,2.508655052412485542e+00,2.508732609524277901e+00,2.508811048610700034e+00,2.508890741230086263e+00,2.508971852356214338e+00,2.509054564914937835e+00,2.509138909763581893e+00,2.509224896356381240e+00,2.509312424931534835e+00,2.509401366379177656e+00,2.509491520575712897e+00,2.509582667504528963e+00,2.509674549856840464e+00,2.509766906305955114e+00,2.509859465123431388e+00,2.509951965359141113e+00,2.510044153899082531e+00,2.510135798672564533e+00,2.510226685290363413e+00,2.510316626534149442e+00,2.510405456482154740e+00,2.510493041319778573e+00,2.510579268534262720e+00,2.510664065081008367e+00,2.510747376902934924e+00,2.510829201627251095e+00,2.510909550245775002e+00,2.510988502500725694e+00,2.511066140440368244e+00,2.511142633208090391e+00,2.511218136389041344e+00,2.511292902309575581e+00,2.511367160083299854e+00,2.511441213361552016e+00,2.511515373636989512e+00,2.511589922922897955e+00,2.511665299831404852e+00,2.511741627208201155e+00,2.511819594748567752e+00,2.511898926709967839e+00,2.511980824072487906e+00,2.512064222239471789e+00,2.512151288931680604e+00,2.512239583156050227e+00,2.512332920074914711e+00,2.512426692390165250e+00,2.512527220014229012e+00
2.438220315073885480e+00,2.437210648227046583e+00,2.438003158800316594e+00,2.437452584862009886e+00,2.437906563425678019e+00,2.437613865300057192e+00,2.437882602287301914e+00,2.437736738911196355e+00,2.437905969050827792e+00,2.437845795313029917e+00,2.437963693351022254e+00,2.437955658448445639e+00,2.438049445293601458e+00,2.438075203205422703e+00,2.438160314113274829e+00,2.438209809103619286e+00,2.438294938119942579e+00,2.438362534455710495e+00,2.438452416115196364e+00,2.438534744374387220e+00,2.438631715091751140e+00,2.438726501943406344e+00,2.438831410530509558e+00,2.438936871552757513e+00,2.439049634052079973e+00,2.439164176193936662e+00,2.439284120362742225e+00,2.439406201088117676e+00,2.439532276860416182e+00,2.439660338790706540e+00,2.439791249161937348e+00,2.439923702061333799e+00,2.440058004493348864e+00,2.440193256978222092e+00,2.440329476643682938e+00,2.440466024389963628e+00,2.440602798301498400e+00,2.440739358727345820e+00,2.440875599016012476e+00,2.441011258534198536e+00,2.441146297466642689e+00,2.441280622887180396e+00,2.441414294222076897e+00,2.441547364759389271e+00,2.441679989552824281e+00,2.441812329332798459e+00,2.441944602881748860e+00,2.442077025800444723e+00,2.442209832825732008e+00,2.442343237760918662e+00,2.442477441219064627e+00,2.442612604875926241e+00,2.442748853639966189e+00,2.442886260473761784e+00,2.443024847729744486e+00,2.443164580125284147e+00,2.443305367278889584e+00,2.443447063271683817e+00,2.443589470967909349e+00,2.443732347549272710e+00,2.443875410233056655e+00,2.444018347864441498e+00,2.444160826237761874e+00,2.444302506393254415e+00,2.444443045955297045e+00,2.444582125721358690e+00,2.444719440942909827e+00,2.444854739229439744e+00,2.444987792459052400e+00,2.445118452349218874e+00,2.445246589992780883e+00,2.445372181686229940e+00,2.445495197442250301e+00,2.445615739200337924e+00,2.445733851614841914e+00,2.445849746193783147e+00,2.445963501599328183e+00,2.446075406990528833e+00,2.446185540783379242e+00,2.446294203344621998e+00,2.446401506176548946e+00,2.446507574798386209e+00,2.446612821808245464e+00,2.446716628366716773e+00
2.381499199476016848e+00,2.380507355275807591e+00,2.381340409414645976e+00,2.380809417159308605e+00,2.381292548774390117e+00,2.381015246298859189e+00,2.381301933203647359e+00,2.381163643751403214e+00,2.381339299747008198e+00,2.381276950939307913e+00,2.381389643363318598e+00,2.381369030601116155e+00,2.381446410315701367e+00,2.381449499696424610e+00,2.381508017806331257e+00,2.381525781718503598e+00,2.381575627359640901e+00,2.381603940575184541e+00,2.381651644203399698e+00,2.381688903435629889e+00,2.381738701297823280e+00,2.381784446236867581e+00,2.381839011323906519e+00,2.381893145464629491e+00,2.381954004064277708e+00,2.382016376171520733e+00,2.382084165060891934e+00,2.382154358554483764e+00,2.382228991244166760e+00,2.382306223706068149e+00,2.382386997361710890e+00,2.382470075306486912e+00,2.382555742191999393e+00,2.382643051326724493e+00,2.382731882546435198e+00,2.382821418013330472e+00,2.382911289902209351e+00,2.383000740861727529e+00,2.383089268298782315e+00,2.383176166334191493e+00,2.383260891565313955e+00,2.383342816752398896e+00,2.383421441255111795e+00,2.383496260569510472e+00,2.383566888158031638e+00,2.383632986228541029e+00,2.383694334849078444e+00,2.383750792936652818e+00,2.383802334273443346e+00,2.383849021618281050e+00,2.383891021069005411e+00,2.383928580726826230e+00,2.383962030939294596e+00,2.383991764173929440e+00,2.384018226739601065e+00,2.384041899597174385e+00,2.384063285901973472e+00,2.384082894151344334e+00,2.384101224666814289e+00,2.384118757417206247e+00,2.384135939023232620e+00,2.384153178446625443e+00,2.384170833860496774e+00,2.384189220848722979e+00,2.384208594781575652e+00,2.384229179251470043e+00,2.384251132932114103e+00,2.384274612815653782e+00,2.384299701866793963e+00,2.384326537029055171e+00,2.384355148651961187e+00,2.384385717859163645e+00,2.384418225920483803e+00,2.384452982103216989e+00,2.384489869320010502e+00,2.384529447517676815e+00,2.384571348587646966e+00,2.384616596035161074e+00,2.384664235514003305e+00,2.384716160616186187e+00,2.384770189875913715e+00,2.384829859747139569e+00,2.384890634224763328e+00,2.384959075585725952e+00
2.358905357433503269e+00,2.357703664472420524e+00,2.358513834916157403e+00,2.357824051413917488e+00,2.358252971474904314e+00,2.357849070084811594e+00,2.358066889827590717e+00,2.357823501727506432e+00,2.357926008705606868e+00,2.357774146339051136e+00,2.357815517069454359e+00,2.357717578317768847e+00,2.357728536955681520e+00,2.357664139110095647e+00,2.357662031383200407e+00,2.357620037593685769e+00,2.357614478208535758e+00,2.357588617152018617e+00,2.357584741827877473e+00,2.357571304564061165e+00,2.357571707411695527e+00,2.357568391678521280e+00,2.357574284584358804e+00,2.357579602021167897e+00,2.357591452419840916e+00,2.357604350909745961e+00,2.357622143381080448e+00,2.357641678533078267e+00,2.357664927633483565e+00,2.357689954077979877e+00,2.357717608854314584e+00,2.357746546124745102e+00,2.357776927310540227e+00,2.357807680053910726e+00,2.357838557585833605e+00,2.357868640918716174e+00,2.357897494071776734e+00,2.357924352636352250e+00,2.357948778385599464e+00,2.357970222311821740e+00,2.357988396398063458e+00,2.358003035526653690e+00,2.358014103631192349e+00,2.358021656177000214e+00,2.358025945210196817e+00,2.358027329275255823e+00,2.358026315323114463e+00,2.358023489834426112e+00,2.358019522517498689e+00,2.358015108451174235e+00,2.358010951994266691e+00,2.358007718838930344e+00,2.358006014433999376e+00,2.358006348968164634e+00,2.358009120781931589e+00,2.358014598047529109e+00,2.358022913233205120e+00,2.358034063731207386e+00,2.358047918148287625e+00,2.358064235721258228e+00,2.358082679634947443e+00,2.358102853442615388e+00,2.358124311169917497e+00,2.358146609341967626e+00,2.358169298170698536e+00,2.358191991950376654e+00,2.358214319909984091e+00,2.358236028373775550e+00,2.358256861768231349e+00,2.358276729469471533e+00,2.358295471614436423e+00,2.358313154448285154e+00,2.358329646141315905e+00,2.358345147924812313e+00,2.358359461972876936e+00,2.358372911857108623e+00,2.358385148483497673e+00,2.358396619517760140e+00,2.358406803330675316e+00,2.358416236538992017e+00,2.358424368143668293e+00,2.358431594679003318e+00,2.358437846122703796e+00,2.358442625655182479e+00
