2.643029580463683637e+00,2.644423471965429595e+00,2.643664819859340653e+00,2.644504984472735298e+00,2.644142446042218708e+00,2.644667818797596937e+00,2.644520255162504441e+00,2.644864141987812278e+00,2.644830243532775071e+00,2.645066993690470714e+00,2.645090362406967266e+00,2.645261590456573053e+00,2.645311119286832824e+00,2.645440372308800914e+00,2.645499219548568703e+00,2.645600128794889372e+00,2.645659509094515194e+00,2.645740281974486852e+00,2.645795954914102133e+00,2.645861826099161540e+00,2.645912100410576784e+00,2.645966657427733182e+00,2.646011252823086579e+00,2.646057149571337419e+00,2.646096547945340216e+00,2.646135889718532752e+00,2.646170967143084862e+00,2.646205520804119971e+00,2.646237341439830359e+00,2.646268654454286828e+00,2.646298361134035382e+00,2.646327838053718295e+00,2.646356606111968102e+00,2.646385571300475803e+00,2.646414607064685676e+00,2.646444367205308623e+00,2.646474935672448403e+00,2.646506841571541369e+00,2.646540303486669465e+00,2.646575796878690046e+00,2.646613628260871209e+00,2.646654249764416988e+00,2.646698015270829263e+00,2.646745351047127492e+00,2.646796611879413952e+00,2.646852169667631927e+00,2.646912325214054729e+00,2.646977351179351956e+00,2.647047436682982813e+00,2.647122706944684989e+00,2.647203189665397360e+00,2.647288825283173885e+00,2.647379449963627174e+00,2.647474804802290027e+00,2.647574532412162451e+00,2.647678189200677767e+00,2.647785252450019833e+00,2.647895136780987091e+00,2.648007207453114020e+00,2.648120800742674419e+00,2.648235237367279282e+00,2.648349847358999476e+00,2.648463974584447822e+00,2.648577010850662106e+00,2.648688376948929779e+00,2.648797580331274215e+00,2.648904147046858171e+00,2.649007736428144355e+00,2.649107975554792382e+00,2.649204699763073378e+00,2.649297595305011743e+00,2.649386700165134556e+00,2.649471672450756099e+00,2.649552808598966802e+00,2.649629589378053041e+00,2.649702697982538435e+00,2.649771188498415420e+00,2.649836399748825677e+00,2.649896529731971206e+00,2.649954099749900926e+00,2.650005688933827486e+00,2.650056002823274248e+00,2.650098603915386875e+00
2.623320533400681054e+00,2.624541658672146838e+00,2.623682292578323860e+00,2.624374891610345095e+00,2.623897694069899256e+00,2.624290838444942153e+00,2.624025578272655146e+00,2.624248231139623133e+00,2.624099999604189826e+00,2.624225126180172118e+00,2.624141252561810855e+00,2.624210459504187742e+00,2.624161979652293475e+00,2.624199286718640778e+00,2.624170548341418829e+00,2.624190092108140249e+00,2.624172915908014048e+00,2.624183263996089810e+00,2.624173659484878574e+00,2.624180229391566144e+00,2.624176544238243647e+00,2.624182958763628282e+00,2.624184830793411471e+00,2.624193672411340827e+00,2.624201428232759703e+00,2.624214650371984980e+00,2.624228951193336101e+00,2.624248093332131493e+00,2.624269719150612801e+00,2.624296012481900142e+00,2.624325727412574860e+00,2.624360143489809616e+00,2.624398612543028086e+00,2.624441886179483596e+00,2.624489627517421653e+00,2.624542271323750064e+00,2.624599633372901142e+00,2.624661950655140075e+00,2.624729103905077299e+00,2.624801199249422901e+00,2.624878133299874960e+00,2.624959918216736021e+00,2.625046438339035504e+00,2.625137631862989984e+00,2.625233354918952156e+00,2.625333483494911135e+00,2.625437838108277688e+00,2.625546241561386829e+00,2.625658477811493086e+00,2.625774325203938275e+00,2.625893534473888735e+00,2.626015848165421218e+00,2.626140988995870895e+00,2.626268671173159319e+00,2.626398593911752677e+00,2.626530447817283953e+00,2.626663910465564022e+00,2.626798649973789423e+00,2.626934320687347224e+00,2.627070566264291696e+00,2.627207013894055532e+00,2.627343280760237487e+00,2.627478963493698583e+00,2.627613654906176599e+00,2.627746919664196046e+00,2.627878336086524325e+00,2.628007436404267594e+00,2.628133806974009445e+00,2.628256942907844618e+00,2.628376480632350187e+00,2.628491855796379451e+00,2.628602830232452447e+00,2.628708714538654068e+00,2.628809535450699286e+00,2.628904320173292675e+00,2.628993628380240200e+00,2.629075857774183955e+00,2.629152628368491840e+00,2.629220989512735862e+00,2.629284661873393603e+00,2.629337906175513773e+00,2.629388575865234223e+00,2.629425337034559274e+00
2.605233389818560230e+00,2.606596678808542400e+00,2.605800884306337384e+00,2.606623077515272779e+00,2.606235764053049131e+00,2.606754970972910979e+00,2.606596584433889419e+00,2.606945823844762700e+00,2.606915229185343019e+00,2.607168544155498147e+00,2.607208576889388230e+00,2.607406978888505034e+00,2.607485187793130432e+00,2.607651283653338314e+00,2.607749208116998840e+00,2.607895473271232945e+00,2.608002698965102173e+00,2.608136168346165462e+00,2.608247036838630351e+00,2.608371954515443125e+00,2.608483721970988434e+00,2.608603004020163318e+00,2.608714766871873092e+00,2.608830755608224194e+00,2.608942765444496992e+00,2.609057553113080630e+00,2.609170723867671349e+00,2.609286219564990184e+00,2.609401737075322636e+00,2.609519595518025703e+00,2.609638600469377678e+00,2.609760098836646502e+00,2.609883443979831963e+00,2.610009368286955844e+00,2.610137458951793388e+00,2.610268037681641839e+00,2.610400758572045454e+00,2.610535657838931378e+00,2.610672377550808942e+00,2.610810754236204900e+00,2.610950391424795125e+00,2.611090991885322232e+00,2.611232124095077545e+00,2.611373411482523110e+00,2.611514406268112154e+00,2.611654698572967614e+00,2.611793849305925175e+00,2.611931453924617230e+00,2.612067107199573357e+00,2.612200440841919047e+00,2.612331104822393613e+00,2.612458789647693624e+00,2.612583215477575216e+00,2.612704145335543071e+00,2.612821376904875592e+00,2.612934751120885579e+00,2.613044143594713820e+00,2.613149472784352501e+00,2.613250688258533128e+00,2.613347783225945076e+00,2.613440775292077412e+00,2.613529730382609273e+00,2.613614728192844794e+00,2.613695909032069498e+00,2.613773409176183726e+00,2.613847449563060366e+00,2.613918215098348874e+00,2.613986016504559640e+00,2.614051072600447334e+00,2.614113793021612508e+00,2.614174405275012880e+00,2.614233421023758552e+00,2.614291041508450597e+00,2.614347867704427397e+00,2.614404044203350708e+00,2.614460212507528247e+00,2.614516469943432675e+00,2.614573368618110294e+00,2.614631080162661991e+00,2.614689771128126949e+00,2.614750049894921879e+00,2.614811084930344087e+00,2.614874723305795179e+00
2.576979323319685378e+00,2.578214688954039602e+00,2.577422978202585924e+00,2.578151815252827994e+00,2.577739693846546221e+00,2.578183140302277021e+00,2.577984270714618997e+00,2.578266595550011697e+00,2.578187354928229702e+00,2.578378439594423810e+00,2.578366028392884868e+00,2.578505129946757179e+00,2.578529648614256153e+00,2.578638705720750490e+00,2.578683068377007448e+00,2.578774174839545630e+00,2.578828447332642604e+00,2.578908086969291524e+00,2.578966339946516140e+00,2.579037829127441395e+00,2.579096423687511574e+00,2.579161353688093516e+00,2.579218030640176185e+00,2.579277130307133348e+00,2.579330527261797901e+00,2.579384164289794334e+00,2.579433538259942704e+00,2.579481980707232225e+00,2.579527018111749115e+00,2.579570540231900466e+00,2.579611207518087923e+00,2.579650110318682188e+00,2.579686541143691336e+00,2.579721147732834119e+00,2.579753579491335103e+00,2.579784247044889067e+00,2.579813012839328845e+00,2.579840174453241985e+00,2.579865735919935510e+00,2.579889956864997558e+00,2.579912945305645522e+00,2.579934962318771063e+00,2.579956191654615871e+00,2.579976905961354205e+00,2.579997333568306850e+00,2.580017746778132004e+00,2.580038383145897729e+00,2.580059491303228203e+00,2.580081284487805604e+00,2.580103964881861334e+00,2.580127697702185419e+00,2.580152625957048862e+00,2.580178858155202093e+00,2.580206479235789718e+00,2.580235546704426675e+00,2.580266099510617916e+00,2.580298158246320916e+00,2.580331731719216481e+00,2.580366817841031946e+00,2.580403407217296774e+00,2.580441482837141809e+00,2.580481020667685144e+00,2.580521987898741543e+00,2.580564341606256029e+00,2.580608026247505737e+00,2.580652972669228440e+00,2.580699094740758426e+00,2.580746293038062689e+00,2.580794446428961830e+00,2.580843429872534234e+00,2.580893086926869362e+00,2.580943283664194343e+00,2.580993827675650998e+00,2.581044607660296197e+00,2.581095384384692437e+00,2.581146120981217429e+00,2.581196494669331543e+00,2.581246628120771991e+00,2.581296029250154334e+00,2.581345123023186527e+00,2.581393081661988997e+00,2.581440865515379990e+00,2.581487034848893636e+00
2.555966459078013564e+00,2.557190099429420549e+00,2.556397536742073484e+00,2.557113172405694357e+00,2.556701728013534236e+00,2.557134699266345734e+00,2.556936955245712184e+00,2.557212835199873524e+00,2.557135488937818835e+00,2.557324187337095101e+00,2.557314869931643475e+00,2.557455023808689720e+00,2.557483881301983342e+00,2.557596427876668965e+00,2.557645952148814406e+00,2.557741782269600250e+00,2.557801276956658931e+00,2.557885642523381797e+00,2.557948280982180300e+00,2.558023390017529763e+00,2.558084684969881284e+00,2.558151237991262761e+00,2.558208235042410017e+00,2.558266302050644203e+00,2.558317110418512730e+00,2.558366580957246228e+00,2.558410049522380270e+00,2.558450818058133791e+00,2.558486287322045527e+00,2.558518302637468267e+00,2.558545427375112258e+00,2.558568703463592886e+00,2.558587356749600250e+00,2.558602000175105751e+00,2.558612251573635810e+00,2.558618511946102902e+00,2.558620644435135816e+00,2.558618958200085558e+00,2.558613473222483670e+00,2.558604460814470016e+00,2.558592030996570621e+00,2.558576426343037280e+00,2.558557788247614706e+00,2.558536315693091812e+00,2.558512133339325700e+00,2.558485379176144825e+00,2.558456133265084809e+00,2.558424470275784124e+00,2.558390425549064595e+00,2.558354030985509731e+00,2.558315303194229173e+00,2.558274270323280142e+00,2.558230970925526204e+00,2.558185473273609567e+00,2.558137876259797494e+00,2.558088320565292229e+00,2.558036986167012028e+00,2.557984095439683969e+00,2.557929905697377215e+00,2.557874705966587836e+00,2.557818806701558145e+00,2.557762532747401174e+00,2.557706215677411077e+00,2.557650183324052584e+00,2.557594763848449748e+00,2.557540264686814169e+00,2.557487005403011437e+00,2.557435261609785737e+00,2.557385364785609738e+00,2.557337548598794363e+00,2.557292206563768211e+00,2.557249494795195144e+00,2.557209959926272536e+00,2.557173574038593689e+00,2.557141204831899106e+00,2.557112391988046518e+00,2.557088648811150833e+00,2.557068579510342499e+00,2.557054970532357974e+00,2.557044557589455813e+00,2.557042567025274327e+00,2.557042237057181922e+00,2.557053284499131163e+00
2.546387978158217713e+00,2.547684862439080877e+00,2.546902414574166329e+00,2.547672465690309362e+00,2.547281496514585797e+00,2.547757820057769518e+00,2.547586171177836256e+00,2.547899520283527952e+00,2.547851687461351489e+00,2.548075630143578074e+00,2.548098789927083274e+00,2.548274839046695384e+00,2.548339845074434784e+00,2.548491447220592399e+00,2.548582199704342965e+00,2.548722537793398857e+00,2.548830051754615411e+00,2.548966417667083206e+00,2.549085533813279625e+00,2.549221798686648555e+00,2.549349377580181208e+00,2.549487400147919303e+00,2.549621339158360200e+00,2.549761769977898940e+00,2.549900464586310367e+00,2.550043196578394067e+00,2.550185233933530249e+00,2.550329643128137480e+00,2.550473617587933006e+00,2.550618685353359005e+00,2.550763087287122310e+00,2.550907468223555519e+00,2.551050631591254447e+00,2.551192713621132313e+00,2.551332821938852025e+00,2.551470808312592542e+00,2.551605958081721415e+00,2.551737982500863922e+00,2.551866293433375343e+00,2.551990560212081149e+00,2.552110309149091094e+00,2.552225236370141204e+00,2.552334986634088310e+00,2.552439328593299805e+00,2.552538031707035415e+00,2.552630963149519872e+00,2.552718017646150805e+00,2.552799169456760442e+00,2.552874430712085640e+00,2.552943878067321481e+00,2.553007626723746260e+00,2.553065843280116987e+00,2.553118728514312430e+00,2.553166523182245129e+00,2.553209495846946453e+00,2.553247945831303323e+00,2.553282193876432071e+00,2.553312584546071129e+00,2.553339477551728631e+00,2.553363250617261659e+00,2.553384289266220630e+00,2.553402991015973456e+00,2.553419751389278680e+00,2.553434970838472484e+00,2.553449034135659712e+00,2.553462323149846558e+00,2.553475185235705158e+00,2.553487959411832708e+00,2.553500924800009564e+00,2.553514357001962498e+00,2.553528435073800118e+00,2.553543363933222565e+00,2.553559191179727961e+00,2.553576068946851851e+00,2.553593881843433167e+00,2.553612782784535185e+00,2.553632459791497222e+00,2.553653150948050232e+00,2.553674323701292437e+00,2.553696369202599570e+00,2.553718593674812354e+00,2.553741436385155605e+00,2.553764423719163013e+00
2.505243073389893826e+00,2.506486956650245013e+00,2.505754682819384627e+00,2.506498242588141689e+00,2.506138107205481802e+00,2.506601921222151752e+00,2.506449885573600156e+00,2.506757914865086256e+00,2.506722682274850733e+00,2.506944642174557814e+00,2.506975505833648921e+00,2.507150465783278825e+00,2.507219125990892028e+00,2.507368662707779805e+00,2.507458964860703077e+00,2.507594533815574067e+00,2.507696759540645637e+00,2.507823902868736354e+00,2.507931706194124200e+00,2.508052552256242684e+00,2.508161431383989282e+00,2.508276271661685541e+00,2.508382909784939940e+00,2.508491254638475887e+00,2.508593316206691348e+00,2.508694617970424368e+00,2.508790738689958832e+00,2.508884860834192487e+00,2.508974667005285486e+00,2.509062129817656306e+00,2.509146190662197018e+00,2.509228212198514996e+00,2.509307881905483040e+00,2.509386242274501910e+00,2.509463392495600687e+00,2.509540167913149489e+00,2.509616846491562914e+00,2.509694077548143110e+00,2.509772152918106070e+00,2.509851521280748621e+00,2.509932379844006523e+00,2.510014962491599722e+00,2.510099315628718131e+00,2.510185464555138246e+00,2.510273295937734961e+00,2.510362658939544911e+00,2.510453308779648118e+00,2.510544971965425365e+00,2.510637323232130846e+00,2.510730029401076813e+00,2.510822742540668173e+00,2.510915129653834565e+00,2.511006871668617357e+00,2.511097683331395380e+00,2.511187312045870090e+00,2.511275551909442960e+00,2.511362238801891245e+00,2.511447263138810282e+00,2.511530558026141335e+00,2.511612116317541776e+00,2.511691967366757261e+00,2.511770204995459110e+00,2.511846946550071014e+00,2.511922378608671735e+00,2.511996692295447531e+00,2.512070150028899995e+00,2.512142998710790387e+00,2.512215546383587128e+00,2.512288080645712185e+00,2.512360904590889010e+00,2.512434350300220665e+00,2.512508634048744138e+00,2.512584182614971517e+00,2.512660992572814944e+00,2.512739719533672478e+00,2.512819925337987037e+00,2.512902755710825886e+00,2.512987003661572238e+00,2.513074727191366264e+00,2.513163471481066225e+00,2.513256784411456835e+00,2.513350363859974124e+00,2.513449894660331196e+00
2.438026016949277786e+00,2.439052091159458424e+00,2.438332293914961202e+00,2.438914308431085587e+00,2.438529455956278458e+00,2.438868680153549739e+00,2.438672535204707170e+00,2.438880756373122516e+00,2.438793089659106350e+00,2.438932626465825759e+00,2.438909480278373731e+00,2.439015221978376502e+00,2.439032514104672700e+00,2.439124041495532857e+00,2.439168520274928920e+00,2.439256773298991821e+00,2.439321028814870118e+00,2.439411991786103684e+00,2.439491711778443150e+00,2.439588471554873017e+00,2.439680939817020278e+00,2.439784848042410026e+00,2.439888123565760125e+00,2.439999452869722862e+00,2.440111915078051474e+00,2.440230223869887194e+00,2.440350317474917929e+00,2.440474656100795503e+00,2.440600761562101706e+00,2.440729814273768561e+00,2.440860221217906911e+00,2.440992450449068762e+00,2.441125426983403290e+00,2.441259252825084491e+00,2.441393192102313314e+00,2.441527201120902379e+00,2.441660803554098091e+00,2.441793948825146998e+00,2.441926382528282868e+00,2.442058123973887884e+00,2.442189109976368400e+00,2.442319455750403101e+00,2.442449249010584911e+00,2.442578688188094649e+00,2.442707960036995196e+00,2.442837309851332073e+00,2.442966967018005864e+00,2.443097179113263628e+00,2.443228166291866899e+00,2.443360137250824682e+00,2.443493261570486297e+00,2.443627677063038295e+00,2.443763473443079093e+00,2.443900695772964760e+00,2.444039335508290556e+00,2.444179332477155686e+00,2.444320571591156899e+00,2.444462885032439914e+00,2.444606054760429803e+00,2.444749815861424924e+00,2.444893865867495020e+00,2.445037868711164020e+00,2.445181472145888435e+00,2.445324309483174918e+00,2.445466026481815547e+00,2.445606274871089170e+00,2.445744750734115236e+00,2.445881170477110622e+00,2.446015325649418148e+00,2.446147028659137135e+00,2.446276194469255483e+00,2.446402739208925592e+00,2.446526706739358126e+00,2.446648100005042625e+00,2.446767074637269168e+00,2.446883689771101267e+00,2.446998169742701901e+00,2.447110616487957468e+00,2.447221225104652120e+00,2.447330222272654954e+00,2.447437513729616931e+00,2.447543827626546431e+00,2.447648050933940667e+00
2.381302215868469574e+00,2.382375847701013960e+00,2.381669157639990431e+00,2.382288280136862113e+00,2.381914589100878832e+00,2.382278530937846028e+00,2.382088257863043790e+00,2.382308097279995263e+00,2.382218291003163291e+00,2.382356406451912711e+00,2.382321526977125181e+00,2.382413481963276070e+00,2.382409065976781370e+00,2.382475656706105394e+00,2.382489084298277771e+00,2.382542904204597800e+00,2.382568112183597542e+00,2.382617080422603895e+00,2.382651503878254307e+00,2.382700740958839880e+00,2.382743540785704717e+00,2.382796366531954924e+00,2.382847413444614038e+00,2.382905888636074110e+00,2.382965192812054767e+00,2.383030421887680106e+00,2.383097818036150173e+00,2.383170119912318530e+00,2.383245092374652874e+00,2.383324095164017997e+00,2.383405680873356580e+00,2.383490379040269946e+00,2.383577125424138021e+00,2.383665935109405165e+00,2.383755915031733785e+00,2.383846760872344817e+00,2.383937655858944904e+00,2.384028113062098164e+00,2.384117370324684071e+00,2.384204868085426199e+00,2.384289921035572135e+00,2.384371991841486071e+00,2.384450515333512488e+00,2.384525056063661275e+00,2.384595214345685221e+00,2.384660715650613216e+00,2.384721358414249259e+00,2.384777061770322781e+00,2.384827832954063531e+00,2.384873788651163729e+00,2.384915130517700987e+00,2.384952149697968427e+00,2.384985205365136363e+00,2.385014718951985024e+00,2.385041154330654223e+00,2.385065006469215376e+00,2.385086783973147995e+00,2.385106995433645238e+00,2.385126136364784877e+00,2.385144674978579182e+00,2.385163046749790183e+00,2.385181639217471172e+00,2.385200799144072903e+00,2.385220812302193849e+00,2.385241931464969323e+00,2.385264340339692701e+00,2.385288217659172094e+00,2.385313661220138215e+00,2.385340819288164216e+00,2.385369724081386700e+00,2.385400557830479773e+00,2.385433289720016337e+00,2.385468223514770170e+00,2.385505216259533601e+00,2.385544822140154064e+00,2.385586635037092229e+00,2.385631678123516952e+00,2.385678954284950581e+00,2.385730357535836177e+00,2.385783686532422898e+00,2.385842440851117185e+00,2.385902167188358902e+00,2.385969234395609817e+00
2.358689124439727891e+00,2.359755656919186428e+00,2.358873396955206481e+00,2.359445072138184329e+00,2.358933319938969930e+00,2.359230399779995935e+00,2.358926639068840814e+00,2.359072781043753508e+00,2.358887080938588010e+00,2.358952023496775574e+00,2.358834819125650739e+00,2.358857925841820080e+00,2.358781976304876515e+00,2.358785340726847757e+00,2.358735622189208403e+00,2.358731471600302054e+00,2.358699588667354963e+00,2.358694551466042899e+00,2.358675727240355346e+00,2.358673331963618391e+00,2.358664823758732432e+00,2.358666945258290237e+00,2.358667185616848627e+00,2.358674816903524096e+00,2.358682872937831743e+00,2.358696447626212223e+00,2.358711597984577857e+00,2.358731032377398229e+00,2.358752404185531226e+00,2.358777011556218994e+00,2.358803305080595880e+00,2.358831719240808589e+00,2.358861078488391883e+00,2.358891289834515348e+00,2.358921362273800781e+00,2.358950916594866332e+00,2.358979102680756057e+00,2.359005452964893834e+00,2.359029296719025837e+00,2.359050245336293372e+00,2.359067877081870712e+00,2.359082011011281121e+00,2.359092533550340320e+00,2.359099546409893833e+00,2.359103262569805182e+00,2.359104075676325518e+00,2.359102486364393236e+00,2.359099121660080289e+00,2.359094673320520918e+00,2.359089887135844332e+00,2.359085508064734604e+00,2.359082255499928671e+00,2.359080777725158118e+00,2.359081626714686575e+00,2.359085227832639742e+00,2.359091864228716418e+00,2.359101667270278480e+00,2.359114615157694494e+00,2.359130546714263144e+00,2.359149171986000049e+00,2.359170108548157341e+00,2.359192894302016175e+00,2.359217043446780071e+00,2.359242044453876641e+00,2.359267435366875443e+00,2.359292763701930529e+00,2.359317690878559581e+00,2.359341883447743982e+00,2.359365175983002327e+00,2.359387349541103962e+00,2.359408412202830263e+00,2.359428197054760368e+00,2.359446856986630703e+00,2.359464184919519258e+00,2.359480446848918334e+00,2.359495320416576281e+00,2.359509153917827451e+00,2.359521519837061376e+00,2.359532761936131262e+00,2.359542553391331676e+00,2.359550927666263398e+00,2.359558264258159177e+00,2.359563431110612619e+00
