% Model,coronal_mesh11.mph
% Version,COMSOL 4.4.0.248
% Date,"Nov 27 2014, 12:48"
% Table,Probe Table 1 - 
% t,"Concentration (mol/m^3), Point Probe Expression 1","Concentration (mol/m^3), Point Probe Expression 2","Concentration (mol/m^3), Point Probe Expression 3"
0,0.04134345155549947,7.50650647004399E-11,-1.5168510521486563E-15
0.007402619042164573,0.04208086295360049,7.290011430590092E-11,-1.4023937292980404E-15
0.014805238084329146,0.043251988523693025,7.013330677520449E-11,-1.2893610183265715E-15
0.029610476168658292,0.04581059062425928,6.24233008257902E-11,-1.0463086549367778E-15
0.04441571425298744,0.04855725195155326,5.176865516615392E-11,-7.818847700923897E-16
0.07402619042164574,0.054471520890359136,2.6474703049808223E-11,-2.5673793605133375E-16
0.10363666659030403,0.0607028017068522,-3.4369482841846957E-13,2.180892212852755E-16
0.13324714275896232,0.06699639354553467,-2.4801367558886838E-11,5.998267709861361E-16
0.1924680950962789,0.07906506133373092,-5.827141327887736E-11,1.0339536452021913E-15
0.2516890474335955,0.09018982478090247,-7.073967283979071E-11,1.0820996534751966E-15
0.31090999977091205,0.10020970843821898,-6.457382181803601E-11,8.46097698345939E-16
0.37013095210822866,0.10915821873950335,-4.499302808552106E-11,4.472212174551158E-16
0.48857285678286183,0.12447627834634532,5.7981277594683184E-12,-3.5168478559911546E-16
0.607014761457495,0.13696130479647167,5.227894196101725E-11,-9.043797962575066E-16
0.7254566661321282,0.14730254367291754,7.661754128089004E-11,-1.0430335666845914E-15
0.8438985708067614,0.15601406440162915,7.342780557042701E-11,-7.989957220522029E-16
1.0807823801560277,0.17017601375756228,1.8699127110300173E-11,7.010038273067529E-17
1.3176661895052941,0.1809492149025498,-5.072494501668232E-11,8.146767370805755E-16
1.7914338082038268,0.1968634399788917,-7.522035543760232E-11,7.560835239421523E-16
2.2652014269023595,0.20756066694728278,1.3237959309398036E-12,-2.3524694861919994E-16
2.738969045600892,0.21527644118975084,6.567481489517972E-11,-7.530028700280086E-16
3.6865042829979573,0.22658446663664136,2.3344723703107798E-11,-8.185831224976245E-17
