% Model,coronal_mesh11.mph
% Version,COMSOL 4.4.0.248
% Date,"Nov 27 2014, 12:53"
% Table,Probe Table 1 - 
% t,"Concentration (mol/m^3), Point Probe Expression 1","Concentration (mol/m^3), Point Probe Expression 2","Concentration (mol/m^3), Point Probe Expression 3"
0,0.04134345155550451,7.506498904315969E-11,-1.5168493487729E-15
0.00770823862078037,0.042131016281867856,7.278801958170385E-11,-1.3977852524188517E-15
0.01541647724156074,0.04335656370366049,6.982021505031166E-11,-1.2793377378596387E-15
0.03083295448312148,0.04603539664775561,6.158121903324973E-11,-1.0247481980368566E-15
0.04624943172468222,0.04891456598094528,5.027031251584655E-11,-7.48639565020619E-16
0.0770823862078037,0.05510459311079827,2.3731745365795407E-11,-2.0540532470001074E-16
0.10791534069092518,0.06160650662715835,-3.964913997398318E-12,2.7776427150440185E-16
0.13874829517404666,0.06814717582678967,-2.8717038316724902E-11,6.567180196845354E-16
0.20041420414028963,0.08061432964362235,-6.110975544817989E-11,1.060793719203804E-15
0.26208011310653256,0.09202304087535954,-7.09362772306522E-11,1.0604884018973342E-15
0.32374602207277553,0.10223613698907727,-6.151374872151559E-11,7.754090537418221E-16
0.3854119310390185,0.11131314266407803,-3.8941011848950163E-11,3.40296001468258E-16
0.5087437489715044,0.12678278627333733,1.4605351139600096E-11,-4.702391546175694E-16
0.6320755669039904,0.13932319510282612,5.92957976281762E-11,-9.674437981030549E-16
0.7554073848364763,0.149666408569867,7.819770684881613E-11,-1.0154307632111114E-15
1.002071020701448,0.16612474101425204,4.677061356336002E-11,-3.3877216135658E-16
1.24873465656642,0.17829057616287583,-2.511903433004072E-11,5.584082006706314E-16
1.4953982924313918,0.18761293062554335,-7.607518482017422E-11,9.539021029896996E-16
1.9887255641613355,0.20164236050346884,-4.879334085979562E-11,3.3861728378150337E-16
2.4820528358912792,0.21130742726989557,3.98437428862406E-11,-6.039483052001034E-16
3.4687073793511667,0.22477201269669084,4.824202181648902E-11,-4.1913221486116547E-16
4.455361922811054,0.23313299786034497,-2.5000145406767773E-11,3.3727158733186314E-16
5.442016466270942,0.2388995044812518,-2.3829660446259007E-11,1.6118610662909418E-16
6.428671009730829,0.243249620026825,2.312691109254922E-11,-2.5728279271462534E-16
8.401980096650604,0.24985467576365383,1.1441997102142831E-11,-5.974066832728856E-17
10.375289183570379,0.25441153415164186,-4.180210321407154E-11,9.57552009831365E-17
14.321907357409929,0.26077047224661176,4.531344115913596E-9,-8.333731900031252E-18
18.268525531249477,0.2647430949102942,6.558641660953306E-8,6.24241182640282E-17
22.215143705089027,0.2675206973147407,4.0915632327915146E-7,4.787322062530148E-16
30.108380052768126,0.2716157278030297,7.253594356615926E-6,3.191299022256251E-13
38.001616400447226,0.27434243737712577,3.233874581571306E-5,6.973956706244076E-12
45.894852748126326,0.2763268776118303,9.161910274248198E-5,7.219850176459122E-11
61.681325443484525,0.27930378649441795,3.7682113901954284E-4,1.1979231725520901E-8
77.46779813884272,0.2813445529034573,9.024128155848676E-4,1.0088562308390257E-7
93.25427083420092,0.2828594646571075,0.0016596966201932175,4.7255057797652423E-7
109.04074352955912,0.28406141666011026,0.0026078588210120897,1.5902108653104282E-6
128.4512570817542,0.0512962899469342,0.003940984296674821,5.418972023148655E-6
129.68648232305148,0.03919515647588251,0.0040319399636598585,5.756132746957344E-6
132.15693280564605,0.029212137301143068,0.004214783699512276,6.485164790717564E-6
136.60374367431626,0.02370713818697084,0.004546812838623066,8.144388861085004E-6
141.05055454298648,0.019985970259415255,0.004878309261940518,1.0134051742609966E-5
149.94417628032687,0.015621637473899866,0.005519480874328743,1.5757103765348234E-5
158.83779801766727,0.012821997995051966,0.006120155293802708,2.33531050813588E-5
167.73141975500766,0.01087116249505854,0.006665677991428194,3.3226046398362484E-5
185.51866322968849,0.008487084508190605,0.007498868507896252,6.375033662243823E-5
203.3059067043693,0.006907922486900525,0.008086048699386597,1.059003766371208E-4
221.09315017905013,0.0057917187828315005,0.008463560469365573,1.5956263474530856E-4
256.66763712841174,0.004176202947303623,0.008853226197046376,2.9056847399167875E-4
292.2421240777734,0.00321962175689457,0.00880733570066955,4.5242901451894026E-4
327.816611027135,0.0026223381495892105,0.008502790886099806,6.335819210129167E-4
363.39109797649667,0.0022156962200388097,0.008079184339675896,8.202169334597492E-4
398.9655849258583,0.0019179710973941855,0.007621020479523901,0.001000192789521113
434.54007187521995,0.0016888268855427169,0.007171092721975814,0.001164956182695189
505.68904577394323,0.0013447271529121762,0.0063601864740448705,0.0014332807062199734
576.8380196726665,0.0011125214131504104,0.005668137196524785,0.0016235393426985252
647.9869935713898,9.482095332534239E-4,0.0050877604739692495,0.00174636687812821
719.1359674701131,8.257091606532558E-4,0.0046022245157396275,0.0018167657140514789
790.2849413688364,7.303855085799802E-4,0.004193560390214988,0.0018491021355077743
861.4339152675597,6.538381619292069E-4,0.0038463113980571756,0.0018549315054466465
1003.7318630650062,5.350195323246499E-4,0.0032802324780484278,0.0018243062547659188
1146.0298108624527,4.5073272775549407E-4,0.002849472830817577,0.001757545738819965
1288.3277586598992,3.8873374817599993E-4,0.0025139567180528484,0.0016752435924136393
1430.6257064573458,3.4129800699096507E-4,0.0022460021597122256,0.001589016309975547
1572.9236542547924,3.037636486164505E-4,0.002027202057567461,0.0015046496465329023
1715.221602052239,2.7326933092380775E-4,0.00184519606301886,0.0014247365623977115
1907.221602052239,2.3984779809937233E-4,0.001641831701221795,0.0013255830123473891
2099.221602052239,2.1322550756479411E-4,0.0014765461527801703,0.0012363286749994796
