% Model,sagittal.mph
% Version,COMSOL 4.4.0.248
% Date,"Nov 28 2014, 10:59"
% Table,Probe Table 1 - 
% t,"Concentration (mol/m^3), Point Probe Expression 3","Concentration (mol/m^3), Point Probe Expression 2","Concentration (mol/m^3), Point Probe Expression 1"
0,-6.689216430595047E-18,1.5105424530549949E-4,0.25652794913725885
0.06580414617511333,1.389451255457944E-18,1.4173934350785898E-4,0.2560922533352795
0.13160829235022667,9.80253088477319E-19,1.32102099896995E-4,0.2547468230209507
0.26321658470045334,-4.025340526023122E-19,1.1526713826736824E-4,0.25518484880685394
0.5264331694009067,-2.733362821386219E-20,8.61581160679616E-5,0.25638498854153724
1.0528663388018134,3.336770595049795E-22,4.0438630663093324E-5,0.2585238033987813
2.1057326776036267,-1.0908797224730622E-17,-1.3792005589087603E-5,0.26225799378594933
4.211465355207253,8.157459589087672E-17,-4.201200053976412E-5,0.2681271264752481
6.3171980328108805,7.0356115924527394E-15,-3.143439111989701E-5,0.27277915522044704
8.422930710414507,3.129146716575667E-14,-7.102766452137764E-6,0.27650926677531784
12.634396065621761,-1.3451050584033746E-14,2.577343126335249E-5,0.2816907540897489
16.845861420829014,1.8811752996090265E-13,2.82373062579331E-5,0.2854043829083338
25.268792131243522,-6.169779951503945E-13,-9.704707120788929E-6,0.28995667631225536
33.69172284165803,2.8212672353645797E-11,-4.504446891023569E-6,0.2929685986650711
50.537584262487044,1.5173790740767E-8,4.424001277235439E-4,0.2964892344493002
67.38344568331605,1.2792056565621128E-7,0.0013391989273563735,0.29879493169012744
101.07516852497409,4.721681504479805E-6,0.004259454480784963,0.30151622139999956
134.7668913666321,2.0779685642694773E-5,0.007213132428559771,0.019111353012597566
143.67881564931247,2.59846292169376E-5,0.007976019264151422,0.011336203454621831
151.6685553690574,3.153175697919163E-5,0.008624692715038504,0.009469107320175401
167.64803480854727,4.708566934279612E-5,0.00966057537601897,0.0069744169207935245
199.60699368752697,1.0124084112227941E-4,0.010704947855040437,0.004684397833896162
231.56595256650667,1.7975377925314655E-4,0.011039851268768447,0.0034619306854205786
295.48387032446607,4.020348879771786E-4,0.010600679046909091,0.002306926780763366
359.40178808242547,6.496561035638269E-4,0.009805367440447785,0.0016782802638056048
423.31970584038487,8.9059951979812E-4,0.008960451985953197,0.0012950972669169556
487.23762359834427,0.00111669061199071,0.00814343172643978,0.0010157617620181094
551.1555413563037,0.001314347314318851,0.007397968720182485,8.240277090938863E-4
678.9913768722225,0.0016012751452102768,0.006164216439705655,5.831096881484881E-4
806.8272123881413,0.0017591889538434184,0.005223963475983193,4.549307212064706E-4
934.6630479040601,0.001819273030542427,0.0045052575992933904,3.7777430258896516E-4
1062.498883419979,0.0018160755625460598,0.0039434926704709945,3.243596126317525E-4
1190.3347189358979,0.0017768227878838959,0.0034926725650284195,2.838553896589325E-4
1382.3347189358979,0.0016903925711019671,0.002953664505511022,2.368236876852414E-4
1574.3347189358979,0.0015894483397436692,0.002540560449476889,2.020768864653252E-4
1766.3347189358979,0.0014875057737718507,0.002216880620773025,1.7561004128400267E-4
1958.3347189358979,0.0013906843315678267,0.001957937080080225,1.5482790462874047E-4
