% Model,coronal.mph
% Version,COMSOL 4.4.0.248
% Date,"Nov 27 2014, 11:15"
% Table,Probe Table 1 - 
% t,"Concentration (mol/m^3), Point Probe Expression 1","Concentration (mol/m^3), Point Probe Expression 2","Concentration (mol/m^3), Point Probe Expression 3"
0,-0.013598769682265546,8.633244800829542E-6,1.658452926233325E-8
0.028610070845937537,0.0030543538122928676,7.997495282442986E-6,1.470984743457728E-8
0.05722014169187507,0.018226337254673507,7.438793004148846E-6,1.3026222070785235E-8
0.11444028338375015,0.04564525608205352,6.401929922008218E-6,9.910328422250473E-9
0.2288805667675003,0.0888948973735359,4.540620156784609E-6,4.538209404451425E-9
0.4577611335350006,0.1453903032761955,1.5374892258015122E-6,-3.2765189834068527E-9
0.6420640306396099,0.1702468510262888,-2.6170994370413344E-7,-7.0608514739318134E-9
0.8263669277442193,0.1855325062063895,-1.6089629863177248E-6,-9.060472204272879E-9
1.0106698248488286,0.19576713181727357,-2.5741569870762658E-6,-9.638694993428283E-9
1.3792756190580473,0.21026391678164566,-3.6339641191499327E-6,-8.094350069792309E-9
1.747881413267266,0.21958766754360914,-3.7598435565102688E-6,-4.2021159611546976E-9
2.1164872074764847,0.22640828772528043,-3.2466838373930236E-6,5.283809889584865E-10
2.853698795894922,0.2368537532469095,-1.4731063306371496E-6,7.875875817481354E-9
3.5909103843133594,0.24405872521762462,5.614625626395232E-7,1.085970044912169E-8
4.328121972731797,0.24928690486458127,2.146810470335467E-6,9.055307071108086E-9
5.065333561150235,0.2532790897208076,2.972097965402251E-6,3.8438296500025525E-9
6.539756737987109,0.25932625411604254,2.6810357545682585E-6,-6.874121598394896E-9
8.014179914823984,0.2635355308993444,8.554509697004742E-7,-1.2245580712292881E-8
9.48860309166086,0.26667564496954616,-1.2099896840440458E-6,-9.402990635859802E-9
12.43744944533461,0.2714268543326819,-2.8617844422992482E-6,4.439235013072954E-9
15.386295799008359,0.2747303176640544,-1.4904168494676356E-6,1.239601938985847E-8
18.33514215268211,0.2771917301234507,1.2681682557240153E-6,6.004846743926144E-9
24.23283486002961,0.280884012534708,2.9777537105976572E-6,-1.0373884410020216E-8
30.130527567377108,0.2834118023822471,8.15965574015237E-7,-6.0756942936040545E-9
36.0282202747246,0.2852741697552184,3.4734944284596377E-6,1.1878354808891647E-8
47.8236056894196,0.28807052407572137,9.128915791337346E-5,3.9821670470005345E-10
59.6189911041146,0.2899965542129027,3.3371928127078174E-4,-1.749565761780025E-8
71.4143765188096,0.29142966766553563,7.608004310667399E-4,3.941268031035675E-8
95.0051473481996,0.2935995794660376,0.002089814502511024,1.8244540059510503E-7
118.5959181775896,0.2951095180182822,0.003891137178903405,1.1091406652388594E-6
142.18668900697958,0.04272381464402208,0.005938289471196574,6.3129065166336565E-6
142.55208205279365,0.03800888499489238,0.005971879965062583,6.428625937312451E-6
143.2828681444218,0.03306697061038606,0.006039019281018912,6.669133704391506E-6
143.87200928446845,0.030484296906607318,0.006093073267379321,6.868774217251351E-6
145.05029156456175,0.027237832040057915,0.006201155412285508,7.292574266087576E-6
147.40685612474832,0.023350740354436933,0.0064171354944831055,8.247740871193283E-6
152.11998524512146,0.018993984497662826,0.006845239078818591,1.0676071931103442E-5
161.54624348586776,0.014474645868030144,0.007661620456293625,1.828969007485882E-5
170.97250172661407,0.011724078131440994,0.008412139667039931,2.9290919591688387E-5
189.82501820810668,0.008728820634438151,0.009549827033814039,6.829334109687491E-5
208.6775346895993,0.006890271661814113,0.010324413616979361,1.2613537803451698E-4
227.5300511710919,0.005653798464169813,0.010789350497309665,2.027674596992006E-4
246.38256765258453,0.004768987335746196,0.01101286710700787,2.9645664953581685E-4
284.0876006155697,0.0034758133440815405,0.011076846742136204,5.142497975403915E-4
321.79263357855496,0.002697209709995216,0.010716428230460241,7.655473861759663E-4
397.2026995045254,0.0017780456567865902,0.00959720468723126,0.0012638355452500132
458.6036487209003,0.0014172114421692411,0.008562882097003805,0.0016211230964984242
520.0045979372752,0.001190375688950602,0.007636861090617342,0.0018978119702812123
581.4055471536501,0.001025733867008959,0.0068594417916003295,0.002090943539613398
642.806496370025,8.98011788297535E-4,0.006213066630010327,0.002213507798885149
704.2074455863999,7.959354651459051E-4,0.005670514834506378,0.002282611806647238
827.0093440191497,6.392908962215896E-4,0.004795179361277743,0.002328684063624827
949.8112424518995,5.305764361543009E-4,0.0041372834287914245,0.0022926261469014986
1072.6131408846493,4.524355380489778E-4,0.0036296863036178397,0.0022154452027253
1195.415039317399,3.9380565460932476E-4,0.0032274403041642253,0.0021208254976860237
1318.2169377501489,3.4809140901784696E-4,0.0029011659178566082,0.002021203628836659
1441.0188361828987,3.113576082573775E-4,0.002631295536077058,0.0019227972213515195
1633.0188361828987,2.6568670583335975E-4,0.002287693013388852,0.0017783077360325919
1825.0188361828987,2.308950063146588E-4,0.0020184610980131007,0.001646932686325136
2017.0188361828987,2.0369696756791293E-4,0.001803062321843203,0.001529241601703361
