% Model,coronal_mesh11.mph
% Version,COMSOL 4.4.0.248
% Date,"Nov 27 2014, 12:43"
% Table,Probe Table 1 - 
% t,"Concentration (mol/m^3), Point Probe Expression 1","Concentration (mol/m^3), Point Probe Expression 2","Concentration (mol/m^3), Point Probe Expression 3"
0,0.041343451555499545,7.506506470069014E-11,-1.5150557832782505E-15
0.00673559472622833,0.041972197778311605,7.313249719686787E-11,-1.4106831171151042E-15
0.01347118945245666,0.04302585888111261,7.078667574453942E-11,-1.3094784967472413E-15
0.02694237890491332,0.04532510736374201,6.419772169163199E-11,-1.0918046952228913E-15
0.04041356835736998,0.04779405916652377,5.4969807585996935E-11,-8.535530776017371E-16
0.0673559472622833,0.05309863857535569,3.2444337740693564E-11,-3.704979168363619E-16
0.09429832616719663,0.05873110836815056,7.759973196824063E-12,8.101183169358261E-17
0.12124070507210996,0.06447020597735585,-1.571156287032818E-11,4.623862836603372E-16
0.1481830839770233,0.07016075805160304,-3.58200771882901E-11,7.534140064675501E-16
0.20206784178684994,0.0809979071287359,-6.21420449696988E-11,1.0619438680412558E-15
0.2559525995966766,0.0909824942206819,-7.064781151689403E-11,1.0582748487840005E-15
0.3637221152163299,0.1083084488503325,-5.139881994595752E-11,5.653057546331449E-16
0.4714916308359832,0.12135985887219469,-4.447104901097605E-12,-1.359110806157609E-16
0.5792611464556365,0.13241984253565264,2.981654916276519E-11,-5.393333043720735E-16
0.7948001776949432,0.14931866251126408,3.8224277586345916E-11,-4.816868024425776E-16
1.0103392089342498,0.1625457070056722,1.49966278097169E-11,-1.1483032288783634E-16
1.2258782401735564,0.17314158810953226,-1.084104104262625E-11,1.8325485003277767E-16
1.6569563026521696,0.18813100022414425,-1.5874637569223043E-11,1.6760598234172513E-16
2.088034365130783,0.19919077981852779,-3.762534738956535E-13,-1.8631312415756485E-17
2.519112427609396,0.20767840318560127,8.172277811349786E-12,-8.580330480373868E-17
3.381268552566622,0.22084839173828824,2.4561592822280576E-12,-1.0912512091704227E-18
4.243424677523849,0.22968423832144974,-1.033983886941716E-11,9.588607876963236E-17
5.967736927438301,0.24127033659798505,1.6862767088203736E-13,-1.236990802230531E-17
7.692049177352754,0.24797772761248232,4.443568724866161E-12,-2.8183726338259204E-17
9.416361427267207,0.25242978774981156,-1.2907289627473227E-11,2.6504118589820123E-17
11.14067367718166,0.2557511508945079,-8.041601096221141E-11,-2.821383911924963E-18
14.589298177010566,0.2608119475184328,1.2819495215941109E-9,-1.8606994104993226E-17
18.03792267683947,0.2643105627459879,3.072646642658095E-8,4.637096991670625E-17
21.486547176668378,0.26689305985873546,2.1092846954274287E-7,2.3454532968037327E-16
28.383796176326186,0.2707594410711358,4.142818404066906E-6,2.031413777462599E-14
35.281045175984,0.2734107211487866,1.9145136967542018E-5,6.086010913254377E-13
42.17829417564181,0.2753747605931482,5.5910808581353334E-5,8.220359669348486E-12
55.97279217495743,0.27833954730264887,2.4591888880932884E-4,3.1430282074160968E-9
69.76729017427306,0.2803950679622307,6.154735354724442E-4,2.987377808176406E-8
83.56178817358868,0.28193204327279653,0.0011727677696662443,1.5388154274926955E-7
97.3562861729043,0.2831560302154765,0.0018984399691808168,5.614999449675639E-7
113.81803016258672,0.2843571895271764,0.0029339251385103364,2.024872926644922E-6
132.7508212433391,0.05216754213910849,0.004270914759259431,6.495923166625611E-6
133.04114443186967,0.047861722411983665,0.004292642600718627,6.587669619384831E-6
133.62179080893083,0.04267721370894221,0.0043361800629523346,6.77609009817505E-6
134.11727126921036,0.03945463654995709,0.004373372110302967,6.940220810462474E-6
135.1082321897694,0.03516691245243898,0.0044479009315659575,7.282186954831119E-6
137.09015403088753,0.029987128281386374,0.004597412762519625,8.024361862231873E-6
141.05399771312378,0.024263572944013673,0.004897098792102426,9.770135339708761E-6
145.01784139536002,0.02060658278713314,0.00519608966432789,1.1807714186507809E-5
152.9455287598325,0.016370064679923246,0.005777708745840536,1.728138510036109E-5
160.873216124305,0.013614723768614738,0.006329230763140611,2.4388774542558882E-5
168.8009034887775,0.011664294908963913,0.006838961227923062,3.334689199426967E-5
184.65627821772247,0.009233377794771711,0.0076516255169999815,5.99323174477388E-5
200.51165294666745,0.0075966088751012965,0.008256564208913231,9.596371191263276E-5
216.36702767561243,0.006424143944202067,0.008675662586445119,1.415857119250146E-4
248.0777771335024,0.004707752140247408,0.009171363039170615,2.536204284837371E-4
279.7885265913923,0.003670068536665361,0.009240360191761186,3.9444290929169674E-4
311.4992760492823,0.003009971093361349,0.009033154193444425,5.562787290157586E-4
343.21002550717225,0.002554666339224813,0.008679595135988614,7.285377092192708E-4
374.9207749650622,0.0022185309969601965,0.008265718012453361,9.008234681345163E-4
406.63152442295217,0.001958385070634527,0.007840045724930274,0.0010647941621555214
470.0530233387321,0.0015661066225771555,0.0070439126088122014,0.0013465684718459699
533.474522254512,0.0012996122357706874,0.00633760634330399,0.0015633668791820467
596.8960211702919,0.0011100118133314,0.005729494440381722,0.0017179250855488028
660.3175200860718,9.681265289735591E-4,0.005211323984485346,0.0018199391466439988
723.7390190018517,8.574400815242072E-4,0.0047693431701966715,0.0018809902682544715
787.1605179176316,7.683903008227816E-4,0.004390011527548864,0.0019115827331932676
914.0035157491915,6.299200551459027E-4,0.003766159983699766,0.0019191835692996045
1040.8465135807512,5.314230088540282E-4,0.0032859288547237814,0.0018780582993301374
1167.689511412311,4.5880154075988533E-4,0.0029085722044006144,0.0018119783237783016
1294.532509243871,4.031447346033204E-4,0.0026052659589261722,0.0017353320305782231
1421.3755070754307,3.590573046324774E-4,0.002356419056461366,0.0016560110341115575
1548.2185049069906,3.232138321563128E-4,0.0021486443827716147,0.0015780946700233267
1740.2185049069906,2.795245126417423E-4,0.001889626210076645,0.0014671998704723728
1932.2185049069906,2.455814706892076E-4,0.0016831441162678503,0.0013659231722402936
