% Model,coronal.mph
% Version,COMSOL 4.4.0.248
% Date,"Nov 27 2014, 11:17"
% Table,Probe Table 1 - 
% t,"Concentration (mol/m^3), Point Probe Expression 1","Concentration (mol/m^3), Point Probe Expression 2","Concentration (mol/m^3), Point Probe Expression 3"
0,-0.013598769682266462,8.633244800832143E-6,1.6584527562147773E-8
0.03198642514855572,0.004823285771099577,7.935313454053433E-6,1.4518916695517995E-8
0.06397285029711144,0.021461838540979744,7.316215712588575E-6,1.2658027065871369E-8
0.1279457005942229,0.05121478063998667,6.172573216687988E-6,9.237331385246812E-9
0.2558914011884458,0.09702915207274129,4.1456320203645565E-6,3.449971235545717E-9
0.38383710178266867,0.12892935662113048,2.429864017101776E-6,-1.0668654883525828E-9
0.5117828023768916,0.15119219760111535,9.914711957613875E-7,-4.4507922500963115E-9
0.6397285029711144,0.16704489937919237,-2.0388878087392754E-7,-6.8476481856501525E-9
0.8956199041595602,0.1888539690175217,-1.996747928140029E-6,-9.344500713542462E-9
1.151511305348006,0.20193190078366235,-3.095422475194467E-6,-9.358838631587923E-9
1.4074027065364518,0.2106144705311268,-3.633433710189361E-6,-7.646370298998051E-9
1.9191855089133434,0.22320540590694282,-3.613032485439755E-6,-2.1576288192272853E-9
2.430968311290235,0.23156765124002063,-2.5972374496003787E-6,3.982769914641056E-9
2.9427511136671267,0.2377527547867585,-1.1421676031306978E-6,8.647054776402253E-9
3.454533916044018,0.2426311760705204,3.4215456834134626E-7,1.0793214974331022E-8
4.478099520797802,0.2501318296668843,2.407663416828136E-6,8.380281348460917E-9
5.501665125551584,0.25536751507891153,3.1149773703128733E-6,7.245772859217683E-10
7.5487963350591505,0.26265181022634737,1.8206651348627125E-6,-1.0299162553493787E-8
9.595927544566717,0.2672120115682619,-8.186270283148951E-7,-9.763061558729821E-9
11.643058754074282,0.2704240717698797,-2.550611942291017E-6,1.5998735299973685E-10
13.690189963581847,0.2729139992022209,-2.4708222551031145E-6,1.0238825503843818E-8
17.78445238259698,0.276793445718139,3.948229729961236E-7,9.39511483239938E-9
21.878714801612112,0.2795591795154002,2.8695927400394115E-6,-5.86401515193446E-9
30.067239639642377,0.2834903934930562,2.953175285186168E-6,-8.406775491018524E-9
38.25576447767264,0.2860139852380751,1.5854027347166907E-5,6.520516098670392E-9
46.4442893157029,0.28781007873272246,7.355056931192415E-5,-8.891746312817585E-10
62.82133899176343,0.29048351731198785,4.337075726307379E-4,-4.615289192369777E-9
79.19838866782396,0.2922942352461932,0.0011335544109221788,6.183301772736992E-8
95.57543834388449,0.2936281257876517,0.0021395889287685412,9.399861013654977E-8
117.80175104113673,0.2950338902209941,0.0038426997752485812,6.623079950682331E-7
140.02806373838897,0.04393719224213018,0.0057680560067150935,4.69022795567691E-6
141.41720828196722,0.03349083394270429,0.0058951758760429525,5.079061566061465E-6
144.19549736912376,0.025998308895796914,0.0061492914894096945,5.9936848549050244E-6
146.48424332642477,0.02253750691557862,0.0063583721523624405,6.849132807827571E-6
151.0617352410268,0.018548184030897873,0.00677314101679396,9.047216013209927E-6
160.2167190702309,0.014292030470914341,0.0075658863271533885,1.6019453611495083E-5
169.371702899435,0.01165410532954832,0.008296910879857306,2.6147479245690823E-5
187.6816705578432,0.00873640379099651,0.009415513861609926,6.226056149720201E-5
205.9916382162514,0.006926630045782149,0.010188111120766221,1.1606307626956101E-4
224.3016058746596,0.005701117772577174,0.010662847088018117,1.8769466218379775E-4
242.6115735330678,0.0048198670742223525,0.010902928172431657,2.7574118809458394E-4
279.23150884988416,0.0035270991358974067,0.011005616186669431,4.8185020694034293E-4
315.85144416670056,0.0027438287548297194,0.01068487674600718,7.221180233314202E-4
389.09131480033335,0.0018151289976696587,0.009624302726071832,0.0012061237284059542
452.21850248840065,0.0014268442300741846,0.008565553152657009,0.0015776269227033375
515.3456901764679,0.0011884268960054508,0.007612409609860212,0.0018659789837869398
578.4728778645351,0.0010185374921455983,0.006813890386836468,0.002066550496298028
641.6000655526024,8.882496700156211E-4,0.006153151992037581,0.0021927121262575876
704.7272532406696,7.848884845328635E-4,0.005601400495989252,0.0022627181162412587
830.9816286168042,6.271327700267472E-4,0.00471614388822636,0.0023072533881583956
957.2360039929388,5.18569838429995E-4,0.0040557042237776945,0.0022675866769871016
1083.4903793690733,4.4107257900447846E-4,0.003549219761814448,0.0021867411772876905
1209.7447547452077,3.8320884486795853E-4,0.0031497346899817744,0.002089162796458186
1335.9991301213422,3.3824114915447363E-4,0.002826873385015496,0.0019874154934215096
1462.2535054974767,3.0219231081639775E-4,0.0025605894668883694,0.001887612159054732
1654.2535054974767,2.5857830606891455E-4,0.0022308902178673415,0.001745739019311444
1846.2535054974767,2.2520078750659178E-4,0.0019716991112407123,0.0016171615817761199
2038.2535054974767,1.9900529619215417E-4,0.0017637174626747136,0.001502140889186307
