# Number of nodes: 900
# Neurons: 301
# Astrocytes: 237
# Microglia: 65
# Arteries: 297
1.476000e-17,0.000000e+00,0.000000e+00,0.000000e+00
1.473293e-17,2.707426e-20,8.397306e-22,0.000000e+00
1.394883e-17,2.700178e-20,2.459057e-20,1.350573e-24
1.316691e-17,2.692610e-20,4.706696e-20,4.324611e-24
1.238719e-17,2.685055e-20,6.825969e-20,8.446143e-24
1.160965e-17,2.677518e-20,8.817124e-20,1.354730e-23
1.083430e-17,2.669998e-20,1.068045e-19,1.954224e-23
1.006113e-17,2.662498e-20,1.241624e-19,2.637375e-23
9.290124e-18,2.655017e-20,1.402482e-19,3.399630e-23
8.521289e-18,2.647556e-20,1.550652e-19,4.236992e-23
7.754614e-18,2.640115e-20,1.686166e-19,5.145779e-23
6.990095e-18,2.632695e-20,1.809060e-19,6.122535e-23
6.227724e-18,2.625295e-20,1.919367e-19,7.163980e-23
5.470660e-18,2.589342e-20,2.017130e-19,8.266346e-23
4.729211e-18,2.519629e-20,2.102498e-19,9.418450e-23
4.007932e-18,2.458452e-20,2.175747e-19,1.060334e-22
3.315419e-18,2.280575e-20,2.237214e-19,1.180555e-22
2.705226e-18,1.939573e-20,2.287756e-19,1.299233e-22
2.192049e-18,1.587177e-20,2.328898e-19,1.411613e-22
1.770237e-18,1.243460e-20,2.363347e-19,1.517410e-22
1.444218e-18,1.031261e-20,2.390382e-19,1.607573e-22
1.167126e-18,8.962105e-21,2.412374e-19,1.685051e-22
9.220877e-19,7.998788e-21,2.430037e-19,1.749746e-22
7.017845e-19,7.233524e-21,2.443868e-19,1.801965e-22
5.063687e-19,6.176400e-21,2.454264e-19,1.842257e-22
3.493069e-19,4.658336e-21,2.461711e-19,1.871709e-22
2.398465e-19,3.060762e-21,2.466918e-19,1.892504e-22
1.673212e-19,2.024482e-21,2.470577e-19,1.907109e-22
1.195182e-19,1.347144e-21,2.473181e-19,1.917406e-22
8.743360e-20,9.113393e-22,2.475072e-19,1.924739e-22
6.560416e-20,6.233957e-22,2.476475e-19,1.930014e-22
5.061080e-20,4.298443e-22,2.477539e-19,1.933848e-22
4.024114e-20,2.981573e-22,2.478368e-19,1.936673e-22
3.303154e-20,2.077662e-22,2.479033e-19,1.938785e-22
2.799835e-20,1.453089e-22,2.479582e-19,1.940394e-22
2.447289e-20,1.019321e-22,2.480051e-19,1.941648e-22
2.192588e-20,7.082266e-23,2.480475e-19,1.942680e-22
2.020349e-20,4.991869e-23,2.480844e-19,1.943497e-22
1.898833e-20,3.525171e-23,2.481185e-19,1.944189e-22
1.812948e-20,2.493636e-23,2.481506e-19,1.944791e-22
1.752148e-20,1.766638e-23,2.481813e-19,1.945330e-22
1.709045e-20,1.253317e-23,2.482110e-19,1.945823e-22
1.678446e-20,8.902654e-24,2.482399e-19,1.946284e-22
1.656699e-20,6.331039e-24,2.482684e-19,1.946722e-22
1.641226e-20,4.506966e-24,2.482964e-19,1.947143e-22
1.630206e-20,3.211504e-24,2.483242e-19,1.947553e-22
1.622349e-20,2.290402e-24,2.483519e-19,1.947954e-22
1.616744e-20,1.634787e-24,2.483794e-19,1.948349e-22
1.612742e-20,1.167687e-24,2.484067e-19,1.948740e-22
1.609883e-20,8.346041e-25,2.484341e-19,1.949128e-22
1.607838e-20,5.968941e-25,2.484613e-19,1.949513e-22
1.606376e-20,4.271235e-25,2.484886e-19,1.949897e-22
1.605329e-20,3.057929e-25,2.485158e-19,1.950280e-22
1.604557e-20,2.165236e-25,2.485439e-19,1.950675e-22
1.604026e-20,1.551540e-25,2.485711e-19,1.951057e-22
1.603646e-20,1.112202e-25,2.485983e-19,1.951438e-22
1.603373e-20,7.975390e-26,2.486255e-19,1.951819e-22
1.603178e-20,5.720765e-26,2.486526e-19,1.952200e-22
1.603037e-20,4.104665e-26,2.486798e-19,1.952580e-22
1.602936e-20,2.945853e-26,2.487070e-19,1.952961e-22
1.602864e-20,2.114677e-26,2.487341e-19,1.953341e-22
1.602812e-20,1.518332e-26,2.487613e-19,1.953722e-22
1.602775e-20,1.090363e-26,2.487884e-19,1.954102e-22
1.602748e-20,7.831572e-27,2.488156e-19,1.954483e-22
1.602729e-20,5.625916e-27,2.488427e-19,1.954863e-22
1.602715e-20,4.042013e-27,2.488699e-19,1.955244e-22
1.602705e-20,2.904400e-27,2.488970e-19,1.955625e-22
1.602698e-20,2.087200e-27,2.489242e-19,1.956005e-22
1.602693e-20,1.500086e-27,2.489514e-19,1.956386e-22
1.602689e-20,1.078222e-27,2.489785e-19,1.956767e-22
1.602687e-20,7.662893e-28,2.490066e-19,1.957160e-22
1.602685e-20,5.508766e-28,2.490338e-19,1.957541e-22
1.602683e-20,3.960456e-28,2.490609e-19,1.957922e-22
1.602682e-20,2.847490e-28,2.490881e-19,1.958303e-22
1.602682e-20,2.047403e-28,2.491152e-19,1.958684e-22
1.602681e-20,1.472196e-28,2.491424e-19,1.959065e-22
1.602681e-20,1.058639e-28,2.491695e-19,1.959445e-22
1.602681e-20,7.612842e-29,2.491967e-19,1.959826e-22
1.602680e-20,5.474721e-29,2.492238e-19,1.960207e-22
1.602680e-20,3.937232e-29,2.492510e-19,1.960589e-22
1.602680e-20,2.831606e-29,2.492781e-19,1.960970e-22
1.602680e-20,2.036511e-29,2.493053e-19,1.961351e-22
1.602680e-20,1.464704e-29,2.493324e-19,1.961732e-22
1.602680e-20,1.053473e-29,2.493596e-19,1.962113e-22
1.602680e-20,7.577114e-30,2.493867e-19,1.962494e-22
1.602680e-20,5.449994e-30,2.494139e-19,1.962876e-22
1.602680e-20,3.920020e-30,2.494411e-19,1.963257e-22
1.602680e-20,2.819649e-30,2.494682e-19,1.963638e-22
1.602680e-20,2.005263e-30,2.494963e-19,1.964033e-22
1.602680e-20,1.442377e-30,2.495235e-19,1.964414e-22
1.602680e-20,1.037553e-30,2.495506e-19,1.964796e-22
1.602680e-20,7.463009e-31,2.495778e-19,1.965177e-22
